Date,Ticker,Risk Group,Frequency,Predicted,Actual
2024-11-30 23:00:00+00:00,BTC-USD,Low,hourly,-13.604158107932738,-16.001722570762183
2024-12-01 00:00:00+00:00,BTC-USD,Low,hourly,-13.12998749415739,-14.262091049437103
2024-12-01 01:00:00+00:00,BTC-USD,Low,hourly,-13.360108949449511,-12.18584923656458
2024-12-01 02:00:00+00:00,BTC-USD,Low,hourly,-13.771312474301991,-11.222980327959045
2024-12-01 03:00:00+00:00,BTC-USD,Low,hourly,-13.899684773225314,-10.316937411995298
2024-12-01 04:00:00+00:00,BTC-USD,Low,hourly,-13.436611294733913,-13.040757342077567
2024-12-01 05:00:00+00:00,BTC-USD,Low,hourly,-12.740641104268262,-13.340210111389387
2024-12-01 06:00:00+00:00,BTC-USD,Low,hourly,-12.752392086882267,-16.364888770963503
2024-12-01 07:00:00+00:00,BTC-USD,Low,hourly,-13.03108381460175,-13.715568860201907
2024-12-01 08:00:00+00:00,BTC-USD,Low,hourly,-13.341946593206332,-10.218457550655122
2024-12-01 09:00:00+00:00,BTC-USD,Low,hourly,-13.365280898768468,-18.256685212096244
2024-12-01 10:00:00+00:00,BTC-USD,Low,hourly,-12.8279978975528,-12.106260881215231
2024-12-01 11:00:00+00:00,BTC-USD,Low,hourly,-13.685097772446687,-11.479163307574446
2024-12-01 12:00:00+00:00,BTC-USD,Low,hourly,-13.354096868093851,-11.609986868816437
2024-12-01 13:00:00+00:00,BTC-USD,Low,hourly,-13.417887927815208,-11.862893897956608
2024-12-01 14:00:00+00:00,BTC-USD,Low,hourly,-13.815598852031432,-12.230375041935124
2024-12-01 15:00:00+00:00,BTC-USD,Low,hourly,-12.835657189103415,-11.81012082050317
2024-12-01 16:00:00+00:00,BTC-USD,Low,hourly,-12.754853147008102,-13.29187892144985
2024-12-01 17:00:00+00:00,BTC-USD,Low,hourly,-12.753049273752573,-12.84053881344648
2024-12-01 18:00:00+00:00,BTC-USD,Low,hourly,-12.740453259168646,-12.67492561655582
2024-12-01 19:00:00+00:00,BTC-USD,Low,hourly,-13.116095738501045,-15.62478418914691
2024-12-01 20:00:00+00:00,BTC-USD,Low,hourly,-12.981106115443817,-13.45933392069476
2024-12-01 21:00:00+00:00,BTC-USD,Low,hourly,-13.006459646464236,-9.858977219765707
2024-12-01 22:00:00+00:00,BTC-USD,Low,hourly,-12.922113834043731,-12.557503056833468
2024-12-01 23:00:00+00:00,BTC-USD,Low,hourly,-13.052787899805157,-11.215675485121048
2024-12-02 00:00:00+00:00,BTC-USD,Low,hourly,-12.845905109312138,-11.92295078223901
2024-12-02 01:00:00+00:00,BTC-USD,Low,hourly,-12.496025188011425,-10.455253173457436
2024-12-02 02:00:00+00:00,BTC-USD,Low,hourly,-12.351895452013617,-11.272393019927645
2024-12-02 03:00:00+00:00,BTC-USD,Low,hourly,-12.081766942649345,-9.000747827556767
2024-12-02 04:00:00+00:00,BTC-USD,Low,hourly,-12.248647105747239,-13.450867419837696
2024-12-02 05:00:00+00:00,BTC-USD,Low,hourly,-11.953973620144742,-11.439393227864098
2024-12-02 06:00:00+00:00,BTC-USD,Low,hourly,-12.376675291713862,-15.012386351978256
2024-12-02 07:00:00+00:00,BTC-USD,Low,hourly,-12.043475406700642,-11.431818651687292
2024-12-02 08:00:00+00:00,BTC-USD,Low,hourly,-12.020439318128666,-9.283323449466645
2024-12-02 09:00:00+00:00,BTC-USD,Low,hourly,-12.69127195911502,-10.82998756593317
2024-12-02 10:00:00+00:00,BTC-USD,Low,hourly,-11.795661095773013,-10.0589965688728
2024-12-02 11:00:00+00:00,BTC-USD,Low,hourly,-11.643086673331156,-12.055605479174142
2024-12-02 12:00:00+00:00,BTC-USD,Low,hourly,-11.49798494479991,-12.473106525034256
2024-12-02 13:00:00+00:00,BTC-USD,Low,hourly,-11.576181643602832,-9.918410093038382
2024-12-02 14:00:00+00:00,BTC-USD,Low,hourly,-11.698393507141247,-9.949837077978144
2024-12-02 15:00:00+00:00,BTC-USD,Low,hourly,-11.483891446399179,-9.39627790176361
2024-12-02 16:00:00+00:00,BTC-USD,Low,hourly,-11.466293087714602,-9.323957116124534
2024-12-02 17:00:00+00:00,BTC-USD,Low,hourly,-11.220231667985411,-8.12627073178432
2024-12-02 18:00:00+00:00,BTC-USD,Low,hourly,-11.017305079111994,-8.962032462807425
2024-12-02 19:00:00+00:00,BTC-USD,Low,hourly,-10.998415920089984,-13.694441678951987
2024-12-02 20:00:00+00:00,BTC-USD,Low,hourly,-10.600197614424394,-12.91405928983748
2024-12-02 21:00:00+00:00,BTC-USD,Low,hourly,-10.580215355421123,-12.717729265350863
2024-12-02 22:00:00+00:00,BTC-USD,Low,hourly,-11.056265368620142,-13.547092728852816
2024-12-02 23:00:00+00:00,BTC-USD,Low,hourly,-11.099182159917627,-10.709120568309553
2024-12-03 00:00:00+00:00,BTC-USD,Low,hourly,-11.40590583871139,-18.38827617598179
2024-12-03 01:00:00+00:00,BTC-USD,Low,hourly,-11.203723717725573,-11.353526304320113
2024-12-03 02:00:00+00:00,BTC-USD,Low,hourly,-11.989771524200819,-10.535337612239337
2024-12-03 03:00:00+00:00,BTC-USD,Low,hourly,-11.720661089687901,-14.558118453335313
2024-12-03 04:00:00+00:00,BTC-USD,Low,hourly,-12.006883281990675,-12.7307415817749
2024-12-03 05:00:00+00:00,BTC-USD,Low,hourly,-12.07722367592458,-12.045875246274973
2024-12-03 06:00:00+00:00,BTC-USD,Low,hourly,-12.46609288483903,-10.34539853191628
2024-12-03 07:00:00+00:00,BTC-USD,Low,hourly,-12.099654510419619,-17.327776116551835
2024-12-03 08:00:00+00:00,BTC-USD,Low,hourly,-11.730930492405191,-13.132608349041574
2024-12-03 09:00:00+00:00,BTC-USD,Low,hourly,-12.425827217915952,-12.014845633568608
2024-12-03 10:00:00+00:00,BTC-USD,Low,hourly,-12.425925061585401,-10.57437970074785
2024-12-03 11:00:00+00:00,BTC-USD,Low,hourly,-12.566306194023072,-11.935539360127663
2024-12-03 12:00:00+00:00,BTC-USD,Low,hourly,-12.406796528379182,-12.887375405928406
2024-12-03 13:00:00+00:00,BTC-USD,Low,hourly,-12.128358910557601,-8.806382410693635
2024-12-03 14:00:00+00:00,BTC-USD,Low,hourly,-12.206421333689125,-8.257430335204614
2024-12-03 15:00:00+00:00,BTC-USD,Low,hourly,-11.819294208889508,-10.681932194714534
2024-12-03 16:00:00+00:00,BTC-USD,Low,hourly,-11.459785553456435,-10.484803826929376
2024-12-03 17:00:00+00:00,BTC-USD,Low,hourly,-11.274063442042083,-9.79535073675014
2024-12-03 18:00:00+00:00,BTC-USD,Low,hourly,-11.27166818011792,-11.117764929517342
2024-12-03 19:00:00+00:00,BTC-USD,Low,hourly,-11.554662427831973,-14.46386761410054
2024-12-03 20:00:00+00:00,BTC-USD,Low,hourly,-11.440580209247848,-12.457276271474884
2024-12-03 21:00:00+00:00,BTC-USD,Low,hourly,-11.722351117833885,-10.790350045799618
2024-12-03 22:00:00+00:00,BTC-USD,Low,hourly,-11.870408313895895,-13.787018322874546
2024-12-03 23:00:00+00:00,BTC-USD,Low,hourly,-11.505947678577057,-12.4825503187895
2024-12-04 00:00:00+00:00,BTC-USD,Low,hourly,-12.428568679795479,-12.335384598338932
2024-12-04 01:00:00+00:00,BTC-USD,Low,hourly,-11.795785135763989,-10.508221456222
2024-12-04 02:00:00+00:00,BTC-USD,Low,hourly,-11.775035422733406,-10.742743482542457
2024-12-04 03:00:00+00:00,BTC-USD,Low,hourly,-12.014418114079945,-16.769656333116746
2024-12-04 04:00:00+00:00,BTC-USD,Low,hourly,-11.722642642279908,-13.304585595018906
2024-12-04 05:00:00+00:00,BTC-USD,Low,hourly,-12.160630572223768,-10.241652827030627
2024-12-04 06:00:00+00:00,BTC-USD,Low,hourly,-12.119733341078565,-15.656873662814023
2024-12-04 07:00:00+00:00,BTC-USD,Low,hourly,-12.56701450118484,-14.871735833347412
2024-12-04 08:00:00+00:00,BTC-USD,Low,hourly,-12.492641540803413,-13.039244671831211
2024-12-04 09:00:00+00:00,BTC-USD,Low,hourly,-12.62699423709524,-13.59135728447277
2024-12-04 10:00:00+00:00,BTC-USD,Low,hourly,-12.537177698212872,-11.252401640167724
2024-12-04 11:00:00+00:00,BTC-USD,Low,hourly,-12.76511013086433,-12.062198553237945
2024-12-04 12:00:00+00:00,BTC-USD,Low,hourly,-12.701556936074757,-11.45869959956741
2024-12-04 13:00:00+00:00,BTC-USD,Low,hourly,-12.26800938258314,-11.948923418084044
2024-12-04 14:00:00+00:00,BTC-USD,Low,hourly,-12.138017880437978,-11.243801854939903
2024-12-04 15:00:00+00:00,BTC-USD,Low,hourly,-12.339210511368208,-11.62360363967928
2024-12-04 16:00:00+00:00,BTC-USD,Low,hourly,-12.212783664063634,-9.52682098621875
2024-12-04 17:00:00+00:00,BTC-USD,Low,hourly,-12.091859963608346,-10.354367003710596
2024-12-04 18:00:00+00:00,BTC-USD,Low,hourly,-11.957646079631052,-9.711136505045172
2024-12-04 19:00:00+00:00,BTC-USD,Low,hourly,-12.10230565443937,-9.086102279565608
2024-12-04 20:00:00+00:00,BTC-USD,Low,hourly,-11.68334164167003,-8.17066073524298
2024-12-04 21:00:00+00:00,BTC-USD,Low,hourly,-11.274769472615478,-9.093176105198737
2024-12-04 22:00:00+00:00,BTC-USD,Low,hourly,-11.239012756560756,-10.597213974983722
2024-12-04 23:00:00+00:00,BTC-USD,Low,hourly,-10.908049617363266,-10.472192982248924
2024-12-05 00:00:00+00:00,BTC-USD,Low,hourly,-10.863899009389677,-10.494729574360264
2024-12-05 01:00:00+00:00,BTC-USD,Low,hourly,-10.659339814286778,-13.37185580834789
2024-12-05 02:00:00+00:00,BTC-USD,Low,hourly,-10.66430227811469,-6.95887845474052
2024-12-05 03:00:00+00:00,BTC-USD,Low,hourly,-11.479306455969661,-8.16218402637094
2024-12-05 04:00:00+00:00,BTC-USD,Low,hourly,-10.717051410634324,-12.405343292425576
2024-12-05 05:00:00+00:00,BTC-USD,Low,hourly,-10.186044087651606,-9.703347324965677
2024-12-05 06:00:00+00:00,BTC-USD,Low,hourly,-10.897179207222273,-10.545353373573034
2024-12-05 07:00:00+00:00,BTC-USD,Low,hourly,-10.707660299337254,-11.151209304434303
2024-12-05 08:00:00+00:00,BTC-USD,Low,hourly,-10.525349157162696,-10.251581213435252
2024-12-05 09:00:00+00:00,BTC-USD,Low,hourly,-10.637449165159875,-11.74434519105948
2024-12-05 10:00:00+00:00,BTC-USD,Low,hourly,-10.387043010462094,-11.58789817928559
2024-12-05 11:00:00+00:00,BTC-USD,Low,hourly,-10.594997201003501,-11.489830168856964
2024-12-05 12:00:00+00:00,BTC-USD,Low,hourly,-10.638640373043243,-11.023181385457406
2024-12-05 13:00:00+00:00,BTC-USD,Low,hourly,-10.767454476108718,-13.701613537490216
2024-12-05 14:00:00+00:00,BTC-USD,Low,hourly,-10.728832061305454,-10.6573900479429
2024-12-05 15:00:00+00:00,BTC-USD,Low,hourly,-11.057860065625885,-7.8796428571022625
2024-12-05 16:00:00+00:00,BTC-USD,Low,hourly,-10.827974851467797,-11.547316225293317
2024-12-05 17:00:00+00:00,BTC-USD,Low,hourly,-10.610889885084987,-12.359714632565966
2024-12-05 18:00:00+00:00,BTC-USD,Low,hourly,-10.645332826301322,-8.9206286279056
2024-12-05 19:00:00+00:00,BTC-USD,Low,hourly,-10.758514692911477,-8.728172176953775
2024-12-05 20:00:00+00:00,BTC-USD,Low,hourly,-10.493355826592172,-12.798116857427209
2024-12-05 21:00:00+00:00,BTC-USD,Low,hourly,-10.402124916623666,-14.14969244759776
2024-12-05 22:00:00+00:00,BTC-USD,Low,hourly,-10.775979450489444,-7.374598918627242
2024-12-05 23:00:00+00:00,BTC-USD,Low,hourly,-11.098942898011034,-10.620145015918284
2024-12-06 00:00:00+00:00,BTC-USD,Low,hourly,-10.731938595147998,-10.57206426963577
2024-12-06 01:00:00+00:00,BTC-USD,Low,hourly,-10.981849271705672,-10.168784556480048
2024-12-06 02:00:00+00:00,BTC-USD,Low,hourly,-10.359512580370287,-10.06499214574346
2024-12-06 03:00:00+00:00,BTC-USD,Low,hourly,-10.449766806895644,-12.565676819263752
2024-12-06 04:00:00+00:00,BTC-USD,Low,hourly,-10.796542429876489,-12.415129393182744
2024-12-06 05:00:00+00:00,BTC-USD,Low,hourly,-10.726745488069502,-21.273604561806973
2024-12-06 06:00:00+00:00,BTC-USD,Low,hourly,-10.970428606311913,-12.694413552453078
2024-12-06 07:00:00+00:00,BTC-USD,Low,hourly,-12.04633777171087,-13.968512725766294
2024-12-06 08:00:00+00:00,BTC-USD,Low,hourly,-12.028949586545028,-11.683516894078045
2024-12-06 09:00:00+00:00,BTC-USD,Low,hourly,-12.356553503985044,-11.28219741955532
2024-12-06 10:00:00+00:00,BTC-USD,Low,hourly,-12.275670153112259,-13.679468288938391
2024-12-06 11:00:00+00:00,BTC-USD,Low,hourly,-12.168330141564136,-14.876300257406731
2024-12-06 12:00:00+00:00,BTC-USD,Low,hourly,-12.275739788492384,-10.73463591226252
2024-12-06 13:00:00+00:00,BTC-USD,Low,hourly,-12.77639625748076,-9.168250086054476
2024-12-06 14:00:00+00:00,BTC-USD,Low,hourly,-12.297930323958441,-9.63801595048993
2024-12-06 15:00:00+00:00,BTC-USD,Low,hourly,-11.735833881019209,-11.66509344094543
2024-12-06 16:00:00+00:00,BTC-USD,Low,hourly,-11.860659306586102,-14.360503054164784
2024-12-06 17:00:00+00:00,BTC-USD,Low,hourly,-11.914974376139588,-8.129768322988186
2024-12-06 18:00:00+00:00,BTC-USD,Low,hourly,-11.845339424693869,-9.811698582754962
2024-12-06 19:00:00+00:00,BTC-USD,Low,hourly,-11.45970209525208,-20.308712150793195
2024-12-06 20:00:00+00:00,BTC-USD,Low,hourly,-11.665590670035174,-11.703392110863616
2024-12-06 21:00:00+00:00,BTC-USD,Low,hourly,-12.644648868864463,-9.766496720311636
2024-12-06 22:00:00+00:00,BTC-USD,Low,hourly,-11.93680006071671,-13.928174388964424
2024-12-06 23:00:00+00:00,BTC-USD,Low,hourly,-12.016151047945593,-9.807690322711354
2024-12-07 00:00:00+00:00,BTC-USD,Low,hourly,-12.201253702935565,-10.379500055179204
2024-12-07 01:00:00+00:00,BTC-USD,Low,hourly,-11.927491228466788,-11.54632780575516
2024-12-07 02:00:00+00:00,BTC-USD,Low,hourly,-11.764684211744049,-14.908115973894253
2024-12-07 03:00:00+00:00,BTC-USD,Low,hourly,-11.969887906552382,-10.106537667535155
2024-12-07 04:00:00+00:00,BTC-USD,Low,hourly,-12.247383215717175,-11.970622944775654
2024-12-07 05:00:00+00:00,BTC-USD,Low,hourly,-12.838810354563373,-10.8248515136
2024-12-07 06:00:00+00:00,BTC-USD,Low,hourly,-11.97454968629404,-12.475333760831202
2024-12-07 07:00:00+00:00,BTC-USD,Low,hourly,-11.976200481984712,-13.40471466265546
2024-12-07 08:00:00+00:00,BTC-USD,Low,hourly,-11.818384678704948,-19.070524503288265
2024-12-07 09:00:00+00:00,BTC-USD,Low,hourly,-11.939171271941788,-12.485054906488257
2024-12-07 10:00:00+00:00,BTC-USD,Low,hourly,-12.863283556139198,-13.097943986397322
2024-12-07 11:00:00+00:00,BTC-USD,Low,hourly,-12.934370945022525,-13.493574534747983
2024-12-07 12:00:00+00:00,BTC-USD,Low,hourly,-12.574883007820048,-11.943183559944524
2024-12-07 13:00:00+00:00,BTC-USD,Low,hourly,-12.523827796173876,-16.21825152636834
2024-12-07 14:00:00+00:00,BTC-USD,Low,hourly,-12.50890439186579,-13.189350997626804
2024-12-07 15:00:00+00:00,BTC-USD,Low,hourly,-13.060346188491163,-11.76850065308616
2024-12-07 16:00:00+00:00,BTC-USD,Low,hourly,-13.3176340110624,-12.29343232113071
2024-12-07 17:00:00+00:00,BTC-USD,Low,hourly,-12.598929754960086,-15.833040804028135
2024-12-07 18:00:00+00:00,BTC-USD,Low,hourly,-12.72122813432335,-10.606859114603374
2024-12-07 19:00:00+00:00,BTC-USD,Low,hourly,-13.981780208678698,-21.91061473558136
2024-12-07 20:00:00+00:00,BTC-USD,Low,hourly,-12.866754817521867,-13.013214356607596
2024-12-07 21:00:00+00:00,BTC-USD,Low,hourly,-13.587220454098663,-11.22341825279006
2024-12-07 22:00:00+00:00,BTC-USD,Low,hourly,-13.907853645019548,-12.862287032114269
2024-12-07 23:00:00+00:00,BTC-USD,Low,hourly,-13.268075257662616,-14.000482765982833
2024-12-08 00:00:00+00:00,BTC-USD,Low,hourly,-13.279735045598084,-13.266495305322309
2024-12-08 01:00:00+00:00,BTC-USD,Low,hourly,-13.456999274784424,-12.81361290793359
2024-12-08 02:00:00+00:00,BTC-USD,Low,hourly,-13.743074872797537,-11.656974246347325
2024-12-08 03:00:00+00:00,BTC-USD,Low,hourly,-13.215415325302036,-12.693932891712974
2024-12-08 04:00:00+00:00,BTC-USD,Low,hourly,-13.230081932645142,-13.386322531600992
2024-12-08 05:00:00+00:00,BTC-USD,Low,hourly,-13.07301980450275,-11.593390067604348
2024-12-08 06:00:00+00:00,BTC-USD,Low,hourly,-13.253782958323175,-12.792454280092068
2024-12-08 07:00:00+00:00,BTC-USD,Low,hourly,-13.173558642537058,-17.519053829609167
2024-12-08 08:00:00+00:00,BTC-USD,Low,hourly,-13.64974871031844,-10.102313826461812
2024-12-08 09:00:00+00:00,BTC-USD,Low,hourly,-13.435783921015934,-13.00127079298646
2024-12-08 10:00:00+00:00,BTC-USD,Low,hourly,-13.161063419785165,-11.078343069673757
2024-12-08 11:00:00+00:00,BTC-USD,Low,hourly,-13.181117659158287,-10.990977594897144
2024-12-08 12:00:00+00:00,BTC-USD,Low,hourly,-12.832113540032374,-12.057207295002192
2024-12-08 13:00:00+00:00,BTC-USD,Low,hourly,-13.037471485132517,-10.639661085773948
2024-12-08 14:00:00+00:00,BTC-USD,Low,hourly,-12.665580139200834,-10.076207525425012
2024-12-08 15:00:00+00:00,BTC-USD,Low,hourly,-12.335942528433927,-13.64339082717845
2024-12-08 16:00:00+00:00,BTC-USD,Low,hourly,-12.159640665771965,-14.975436511921508
2024-12-08 17:00:00+00:00,BTC-USD,Low,hourly,-12.62774997314053,-13.543082920562387
2024-12-08 18:00:00+00:00,BTC-USD,Low,hourly,-12.386309645098708,-12.40215026269291
2024-12-08 19:00:00+00:00,BTC-USD,Low,hourly,-13.526315861214808,-12.803123255145804
2024-12-08 20:00:00+00:00,BTC-USD,Low,hourly,-12.607824835869767,-14.087569869094445
2024-12-08 21:00:00+00:00,BTC-USD,Low,hourly,-12.464822064676346,-13.162232758483448
2024-12-08 22:00:00+00:00,BTC-USD,Low,hourly,-12.774285846649828,-11.866496754035357
2024-12-08 23:00:00+00:00,BTC-USD,Low,hourly,-12.915975288309733,-9.13014144691832
2024-12-09 00:00:00+00:00,BTC-USD,Low,hourly,-12.745400411010165,-8.204453812081699
2024-12-09 01:00:00+00:00,BTC-USD,Low,hourly,-12.346079477171731,-13.837004295201949
2024-12-09 02:00:00+00:00,BTC-USD,Low,hourly,-11.830761609986576,-11.488385658584985
2024-12-09 03:00:00+00:00,BTC-USD,Low,hourly,-12.123626083995887,-12.76889820024826
2024-12-09 04:00:00+00:00,BTC-USD,Low,hourly,-12.123487227767278,-11.372952223204416
2024-12-09 05:00:00+00:00,BTC-USD,Low,hourly,-12.02480201476312,-15.48533979664739
2024-12-09 06:00:00+00:00,BTC-USD,Low,hourly,-12.068978526126523,-11.33797519179294
2024-12-09 07:00:00+00:00,BTC-USD,Low,hourly,-12.836265751980731,-10.7359153045446
2024-12-09 08:00:00+00:00,BTC-USD,Low,hourly,-12.015015251067878,-9.932483465805367
2024-12-09 09:00:00+00:00,BTC-USD,Low,hourly,-12.151236776751363,-11.218690681282796
2024-12-09 10:00:00+00:00,BTC-USD,Low,hourly,-11.756946857616091,-12.732415953963134
2024-12-09 11:00:00+00:00,BTC-USD,Low,hourly,-11.695685511498688,-9.905072139197166
2024-12-09 12:00:00+00:00,BTC-USD,Low,hourly,-11.895135356951203,-10.47640946765415
2024-12-09 13:00:00+00:00,BTC-USD,Low,hourly,-11.569350456570492,-10.55949705102766
2024-12-09 14:00:00+00:00,BTC-USD,Low,hourly,-11.409938229105618,-8.717493121729339
2024-12-09 15:00:00+00:00,BTC-USD,Low,hourly,-11.649251747522477,-7.417939471856503
2024-12-09 16:00:00+00:00,BTC-USD,Low,hourly,-11.479572967179214,-16.272248050680517
2024-12-09 17:00:00+00:00,BTC-USD,Low,hourly,-10.9471710850712,-11.066302506982078
2024-12-09 18:00:00+00:00,BTC-USD,Low,hourly,-11.371342102634525,-10.750090088973852
2024-12-09 19:00:00+00:00,BTC-USD,Low,hourly,-11.377488308879212,-9.300455775764435
2024-12-09 20:00:00+00:00,BTC-USD,Low,hourly,-11.431832913454453,-9.465075476116487
2024-12-09 21:00:00+00:00,BTC-USD,Low,hourly,-11.136694108382946,-8.979614933931247
2024-12-09 22:00:00+00:00,BTC-USD,Low,hourly,-10.8535137564916,-12.028111202334124
2024-12-09 23:00:00+00:00,BTC-USD,Low,hourly,-10.419608555012214,-10.588761841670223
2024-12-10 00:00:00+00:00,BTC-USD,Low,hourly,-10.49502604115391,-10.984700289548252
2024-12-10 01:00:00+00:00,BTC-USD,Low,hourly,-11.015251446521779,-13.308290805783866
2024-12-10 02:00:00+00:00,BTC-USD,Low,hourly,-10.799177411612932,-8.949956995516724
2024-12-10 03:00:00+00:00,BTC-USD,Low,hourly,-11.163964937847407,-13.41071873118314
2024-12-10 04:00:00+00:00,BTC-USD,Low,hourly,-10.817948540340678,-11.63804517476198
2024-12-10 05:00:00+00:00,BTC-USD,Low,hourly,-11.447909294643862,-13.569476221985658
2024-12-10 06:00:00+00:00,BTC-USD,Low,hourly,-11.090536414236025,-10.600975861510666
2024-12-10 07:00:00+00:00,BTC-USD,Low,hourly,-11.281563064689635,-12.024222188907425
2024-12-10 08:00:00+00:00,BTC-USD,Low,hourly,-11.141242561824502,-11.806826153046591
2024-12-10 09:00:00+00:00,BTC-USD,Low,hourly,-11.345411587114326,-19.28972764064152
2024-12-10 10:00:00+00:00,BTC-USD,Low,hourly,-11.528445848935988,-12.427336547053384
2024-12-10 11:00:00+00:00,BTC-USD,Low,hourly,-12.041045750792998,-12.47528623209632
2024-12-10 12:00:00+00:00,BTC-USD,Low,hourly,-12.131150516600222,-9.719123056355036
2024-12-10 13:00:00+00:00,BTC-USD,Low,hourly,-12.172788235882312,-9.936846494725616
2024-12-10 14:00:00+00:00,BTC-USD,Low,hourly,-11.762561403961936,-13.763873960893036
2024-12-10 15:00:00+00:00,BTC-USD,Low,hourly,-11.463765207598193,-7.755312809743901
2024-12-10 16:00:00+00:00,BTC-USD,Low,hourly,-12.494872587845203,-9.792345939938508
2024-12-10 17:00:00+00:00,BTC-USD,Low,hourly,-11.552986230217348,-8.051572664292731
2024-12-10 18:00:00+00:00,BTC-USD,Low,hourly,-11.349838684078554,-10.936075331111285
2024-12-10 19:00:00+00:00,BTC-USD,Low,hourly,-10.89151201908653,-9.50458730604054
2024-12-10 20:00:00+00:00,BTC-USD,Low,hourly,-10.910860736280668,-10.056942172643115
2024-12-10 21:00:00+00:00,BTC-USD,Low,hourly,-10.727474975145658,-11.009914195345091
2024-12-10 22:00:00+00:00,BTC-USD,Low,hourly,-10.937564905070287,-19.66533077278523
2024-12-10 23:00:00+00:00,BTC-USD,Low,hourly,-10.814168538704845,-11.816950381079277
2024-12-11 00:00:00+00:00,BTC-USD,Low,hourly,-11.727154417044128,-12.123554899390866
2024-12-11 01:00:00+00:00,BTC-USD,Low,hourly,-11.946828735683678,-9.962266040015836
2024-12-11 02:00:00+00:00,BTC-USD,Low,hourly,-11.568989743586501,-8.401021367793417
2024-12-11 03:00:00+00:00,BTC-USD,Low,hourly,-11.81442036906151,-12.459449990846252
2024-12-11 04:00:00+00:00,BTC-USD,Low,hourly,-11.315381701597559,-13.023090602961622
2024-12-11 05:00:00+00:00,BTC-USD,Low,hourly,-11.603951454117595,-15.528815577046014
2024-12-11 06:00:00+00:00,BTC-USD,Low,hourly,-11.475298155503747,-12.696352085853215
2024-12-11 07:00:00+00:00,BTC-USD,Low,hourly,-12.006069675010306,-11.537607980899
2024-12-11 08:00:00+00:00,BTC-USD,Low,hourly,-12.054750068572886,-9.795006793188035
2024-12-11 09:00:00+00:00,BTC-USD,Low,hourly,-12.682291122948564,-12.786501277011654
2024-12-11 10:00:00+00:00,BTC-USD,Low,hourly,-11.77368978155006,-11.797818711664991
2024-12-11 11:00:00+00:00,BTC-USD,Low,hourly,-11.87839978068753,-13.929272310203029
2024-12-11 12:00:00+00:00,BTC-USD,Low,hourly,-11.620399264443563,-16.039533830860343
2024-12-11 13:00:00+00:00,BTC-USD,Low,hourly,-11.868937610749747,-10.959309655728346
2024-12-11 14:00:00+00:00,BTC-USD,Low,hourly,-12.6293611405248,-9.474473425096791
2024-12-11 15:00:00+00:00,BTC-USD,Low,hourly,-11.918828693511449,-9.497805032082564
2024-12-11 16:00:00+00:00,BTC-USD,Low,hourly,-11.861397615658854,-12.323541900761157
2024-12-11 17:00:00+00:00,BTC-USD,Low,hourly,-11.469278942453546,-9.697601497956043
2024-12-11 18:00:00+00:00,BTC-USD,Low,hourly,-11.815586166752633,-10.236648507215312
2024-12-11 19:00:00+00:00,BTC-USD,Low,hourly,-11.475860730625191,-9.922579334080355
2024-12-11 20:00:00+00:00,BTC-USD,Low,hourly,-11.403170997108663,-13.741647424977192
2024-12-11 21:00:00+00:00,BTC-USD,Low,hourly,-11.34290333412573,-11.718486837158393
2024-12-11 22:00:00+00:00,BTC-USD,Low,hourly,-12.365742790097357,-12.132908600048992
2024-12-11 23:00:00+00:00,BTC-USD,Low,hourly,-11.58966733984173,-12.696603921636337
2024-12-12 00:00:00+00:00,BTC-USD,Low,hourly,-11.671310162479273,-11.476173627473804
2024-12-12 01:00:00+00:00,BTC-USD,Low,hourly,-11.576853723146215,-11.565799170108676
2024-12-12 02:00:00+00:00,BTC-USD,Low,hourly,-11.425254412446932,-8.753580337040429
2024-12-12 03:00:00+00:00,BTC-USD,Low,hourly,-11.807327222560096,-9.474113199048691
2024-12-12 04:00:00+00:00,BTC-USD,Low,hourly,-11.55585734657506,-12.550952199640866
2024-12-12 05:00:00+00:00,BTC-USD,Low,hourly,-11.576873469253409,-21.42527379260145
2024-12-12 06:00:00+00:00,BTC-USD,Low,hourly,-11.416458836109307,-13.24482341583347
2024-12-12 07:00:00+00:00,BTC-USD,Low,hourly,-12.303130006251315,-14.532942803923218
2024-12-12 08:00:00+00:00,BTC-USD,Low,hourly,-12.238369314288823,-10.696976546122954
2024-12-12 09:00:00+00:00,BTC-USD,Low,hourly,-12.73710360551293,-13.717282438891637
2024-12-12 10:00:00+00:00,BTC-USD,Low,hourly,-12.445260693151331,-12.119322389685758
2024-12-12 11:00:00+00:00,BTC-USD,Low,hourly,-12.76465381340609,-11.077615700630853
2024-12-12 12:00:00+00:00,BTC-USD,Low,hourly,-12.892132300116772,-10.209149304943798
2024-12-12 13:00:00+00:00,BTC-USD,Low,hourly,-12.251495502696127,-14.51564345486488
2024-12-12 14:00:00+00:00,BTC-USD,Low,hourly,-11.914425856279122,-10.161355892743016
2024-12-12 15:00:00+00:00,BTC-USD,Low,hourly,-12.174299317670437,-12.856880634732692
2024-12-12 16:00:00+00:00,BTC-USD,Low,hourly,-12.231161721867723,-12.518415463686429
2024-12-12 17:00:00+00:00,BTC-USD,Low,hourly,-12.054961814519693,-14.594536156895504
2024-12-12 18:00:00+00:00,BTC-USD,Low,hourly,-12.149783614643408,-9.906990080987622
2024-12-12 19:00:00+00:00,BTC-USD,Low,hourly,-12.36354668429767,-8.484157135728013
