Frequency,Risk Group,Ticker,MSE,R²
hourly,Low,ETH-USD,5.5462054977079,0.017275771971809295
hourly,Low,BTC-USD,5.765823166407831,0.028000724480785166
hourly,Medium,XRP-USD,5.9548682932452195,0.12683704414137853
hourly,High,SOL-USD,6.273524965740525,-0.07426221373887665
hourly,High,DOGE-USD,6.6120324755435895,-0.059972416353644586
