time,"ln_RV_d,t","ln_RV_w,t","ln_RV_m,t","RV_d,t","RV_w,t","RV_m,t",volume,IPNMAT,UEMPMEAN,USCONS,BUSLOANS,AAAFFM
2018-07-09,-14.38154870903598,-14.22953487671772,-13.475133587228568,5.677704092333564e-07,6.60984876742208e-07,1.40547731452938e-06,111221.56459962,100.9268,23.1,7318,2201.5439,1.96
2018-07-10,-13.463509396695237,-14.132221929153486,-13.50868085407645,1.4219101749378789e-06,7.285410027057084e-07,1.3591094972998406e-06,254325.6765921,100.9268,23.1,7318,2201.5439,1.96
2018-07-11,-13.865993110524052,-14.083254318584238,-13.53765454282395,9.507705170393762e-07,7.65103805712018e-07,1.3202960808765517e-06,112361.939476,100.9268,23.1,7318,2201.5439,1.96
2018-07-12,-13.8880524391648,-14.07682144597798,-13.566223797726993,9.300267952059132e-07,7.700414857304765e-07,1.2831099252254865e-06,136864.31757064,100.9268,23.1,7318,2201.5439,1.96
2018-07-13,-14.289853032838248,-14.074965657609852,-13.626204980352382,6.222940959772871e-07,7.714718465756707e-07,1.2084101591600035e-06,104047.12727719,100.9268,23.1,7318,2201.5439,1.96
2018-07-14,-14.613608937321413,-14.08447677797187,-13.729402209048828,4.501842302889943e-07,7.641690688375522e-07,1.0899244140359642e-06,70977.03453491,100.9268,23.1,7318,2201.5439,1.96
2018-07-15,-15.096935118038108,-14.108808805112352,-13.779103920580775,2.776415016024873e-07,7.45799674897899e-07,1.037077475231122e-06,82140.70889678,100.9268,23.1,7318,2201.5439,1.96
2018-07-16,-14.22296351006957,-14.09029143488885,-13.789842007999598,6.653427536374857e-07,7.59738581241346e-07,1.0260008241000488e-06,205354.29080419,100.9268,23.1,7318,2201.5439,1.96
2018-07-17,-13.705624743216434,-14.149503768113489,-13.771386639000438,1.1161506152428068e-06,7.1605864414205e-07,1.0451118560427468e-06,190892.39861785,100.9268,23.1,7318,2201.5439,1.96
2018-07-18,-13.83805968249532,-14.144144951135337,-13.763960747725848,9.77703206802075e-07,7.19906171251007e-07,1.052901630267243e-06,194004.35205074,100.9268,23.1,7318,2201.5439,1.96
2018-07-19,-14.14335292810029,-14.186617100950418,-13.760875918200538,7.204765793800801e-07,6.899704261330309e-07,1.056154667256107e-06,139439.91123163,100.9268,23.1,7318,2201.5439,1.96
2018-07-20,-13.734674758254638,-14.09528271187348,-13.749532420299404,1.084192857168143e-06,7.559559634460102e-07,1.0682033634907908e-06,170181.09512594,100.9268,23.1,7318,2201.5439,1.96
2018-07-21,-14.27437537293136,-14.061500945159676,-13.746711212473762,6.3200067615706e-07,7.819297414271625e-07,1.071221242209115e-06,99655.13285516,100.9268,23.1,7318,2201.5439,1.96
2018-07-22,-14.336371744749172,-14.005309924557848,-13.825804117261,5.940087751285651e-07,8.271250662166023e-07,9.897592380718675e-07,65161.74308361,100.9268,23.1,7318,2201.5439,1.96
2018-07-23,-14.034372401489383,-13.98173965241055,-13.838883119969514,8.034327099173477e-07,8.468522028280112e-07,9.768984607174666e-07,158240.03615886,100.9268,23.1,7318,2201.5439,1.96
2018-07-24,-13.687696417663114,-13.978339352695446,-13.911249235170835,1.136341782927494e-06,8.497366553543951e-07,9.087014494451468e-07,166841.83854373,100.9268,23.1,7318,2201.5439,1.96
2018-07-25,-14.167106445151262,-14.025523239760751,-13.948994826778764,7.035643839178457e-07,8.105739663709335e-07,8.750412343053294e-07,94960.91443792,100.9268,23.1,7318,2201.5439,1.96
2018-07-26,-14.479262930800273,-14.062424262940146,-13.979755566828784,5.149155497483157e-07,7.812081049949672e-07,8.485340980337972e-07,87410.15402696001,100.9268,23.1,7318,2201.5439,1.96
2018-07-27,-14.296462293202293,-14.151491189082838,-14.011078059861765,6.181947540055598e-07,7.146369474003127e-07,8.223678303015977e-07,108944.29407788,100.9268,23.1,7318,2201.5439,1.96
2018-07-28,-15.25693339113496,-14.233833218698711,-14.05126604009151,2.3659088971901146e-07,6.581498350520199e-07,7.89973813035162e-07,44408.73044663,100.9268,23.1,7318,2201.5439,1.96
2018-07-29,-15.129081069735127,-14.307024232968072,-14.1105045617416,2.688583785600161e-07,6.1169977839937e-07,7.445360518564788e-07,42341.56375683,100.9268,23.1,7318,2201.5439,1.96
2018-07-30,-14.508249065210345,-14.380473084944244,-14.149754746017557,5.002043784160959e-07,5.683814453277626e-07,7.158789517947019e-07,133362.23569158,100.9268,23.1,7318,2201.5439,1.96
2018-07-31,-14.04192550831483,-14.4695151901581,-14.142744481000308,7.973871569273099e-07,5.199593558991649e-07,7.209150846555108e-07,149095.60365351,100.9268,23.1,7318,2201.5439,1.96
2018-08-01,-13.96936037932926,-14.42811795476578,-14.14835329770745,8.574007746211884e-07,5.419359831424996e-07,7.168829224841265e-07,182031.07326659,100.1985,22.4,7347,2206.6242,1.97
2018-08-02,-14.566877229516855,-14.43956946998763,-14.170796381221786,4.7172142375112565e-07,5.357653937143296e-07,7.009730601693848e-07,78891.95159148,100.1985,22.4,7347,2206.6242,1.97
2018-08-03,-14.49985080601835,-14.470375400723912,-14.179892082270277,5.044229138171799e-07,5.195122736874182e-07,6.946261274301172e-07,148092.62705173,100.1985,22.4,7347,2206.6242,1.97
2018-08-04,-14.56695182816012,-14.407731859852536,-14.200437670837696,4.716862352854375e-07,5.530973230540505e-07,6.805002341037415e-07,107337.82380625,100.1985,22.4,7347,2206.6242,1.97
2018-08-05,-14.730731139411418,-14.37431388300826,-14.21086922154682,4.004282892969178e-07,5.718930245878936e-07,6.734384580782745e-07,88999.76180134,100.1985,22.4,7347,2206.6242,1.97
2018-08-06,-14.756014951080545,-14.40211795165907,-14.216372232005712,3.904308550492754e-07,5.562110926783478e-07,6.697426974313898e-07,45562.38524451,100.1985,22.4,7347,2206.6242,1.97
2018-08-07,-14.098157052365533,-14.413379585146393,-14.199222008364034,7.537862084112919e-07,5.49982385747488e-07,6.813279957390973e-07,190731.08656966,100.1985,22.4,7347,2206.6242,1.97
2018-08-08,-13.12339826581751,-14.15390319348974,-14.131592070336112,1.997931293798307e-06,7.129153170585048e-07,7.290000252245958e-07,307746.16391156,100.1985,22.4,7347,2206.6242,1.97
2018-08-09,-13.936960047055726,-14.074221780523091,-14.15641872159111,8.856357864873213e-07,7.720459403065328e-07,7.111242122762438e-07,129427.0612467,100.1985,22.4,7347,2206.6242,1.97
2018-08-10,-13.46954693924249,-13.91877012918594,-14.134967385713226,1.4133511953592584e-06,9.018928376696872e-07,7.265435682202399e-07,170095.33743502,100.1985,22.4,7347,2206.6242,1.97
2018-08-11,-12.964972756563643,-13.65942675792972,-14.07224598015632,2.3409054556890337e-06,1.1689241548702009e-06,7.735728569030106e-07,261506.40374016,100.1985,22.4,7347,2206.6242,1.97
2018-08-12,-13.465961295241286,-13.542166261124567,-14.038515798960727,1.4184280660806384e-06,1.3143526944107322e-06,8.001106559064556e-07,123138.80509991,100.1985,22.4,7347,2206.6242,1.97
2018-08-13,-13.214319499536128,-13.397333415121375,-13.982847909189898,1.8242903433053288e-06,1.519189764161597e-06,8.459141930070001e-07,320294.07860672,100.1985,22.4,7347,2206.6242,1.97
2018-08-14,-12.182962181662203,-13.053541184510662,-13.808313777443736,5.116897898852268e-06,2.1424914342245936e-06,1.0072227395819928e-06,447669.50209172,100.1985,22.4,7347,2206.6242,1.97
2018-08-15,-12.515690566863558,-12.947921296185964,-13.713556568288263,3.668636221009878e-06,2.381163566683389e-06,1.1073325218277391e-06,386126.32842879,100.1985,22.4,7347,2206.6242,1.97
2018-08-16,-13.201014454189345,-12.891748719884994,-13.69174398272907,1.8487247993651515e-06,2.518747711380222e-06,1.131751661298484e-06,195607.32269239,100.1985,22.4,7347,2206.6242,1.97
2018-08-17,-13.060097449882807,-12.851988785689018,-13.658411734740008,2.128490638442087e-06,2.620910488963483e-06,1.1701112423531513e-06,293792.33914115,100.1985,22.4,7347,2206.6242,1.97
2018-08-18,-12.92554201001951,-12.84687023388265,-13.610723426103675,2.4350530626620134e-06,2.6343601471024805e-06,1.2272637917958822e-06,216902.03954319,100.1985,22.4,7347,2206.6242,1.97
2018-08-19,-13.201850620545754,-12.823885898057194,-13.590211983695518,1.84717960399588e-06,2.6956103668046578e-06,1.2526966833568067e-06,154958.34853166,100.1985,22.4,7347,2206.6242,1.97
2018-08-20,-12.85447913042846,-12.782866441073084,-13.538806234530089,2.6143916387759426e-06,2.808481980443317e-06,1.3187763821107695e-06,210054.36113226,100.1985,22.4,7347,2206.6242,1.97
2018-08-21,-13.599767874153214,-13.002470883863849,-13.522590583489906,1.2407830643506003e-06,2.254751289800222e-06,1.3403355250848377e-06,151939.45961333,100.1985,22.4,7347,2206.6242,1.97
2018-08-22,-12.681080047394463,-13.03854592999228,-13.466826633456472,3.109402266866322e-06,2.174860724922571e-06,1.4172011769831363e-06,332324.3399528,100.1985,22.4,7347,2206.6242,1.97
2018-08-23,-13.558935550060625,-13.07576636578027,-13.463160537529278,1.292495709557512e-06,2.0953994263786226e-06,1.4224063078708037e-06,154409.73771876,100.1985,22.4,7347,2206.6242,1.97
2018-08-24,-13.825691312123164,-13.156572150614634,-13.456473505250624,9.898708942967223e-07,1.932739462929285e-06,1.4319498582167663e-06,111647.49445302,100.1985,22.4,7347,2206.6242,1.97
2018-08-25,-15.073385483830654,-13.329705587997596,-13.461857296211765,2.842574532706069e-07,1.6254829473019408e-06,1.4242612550008428e-06,78945.22941045,100.1985,22.4,7347,2206.6242,1.97
2018-08-26,-14.652046325753483,-13.462400993493825,-13.466196099698411,4.332086623824367e-07,1.4234870985000205e-06,1.4180950519467386e-06,113182.68820083,100.1985,22.4,7347,2206.6242,1.97
2018-08-27,-14.553263162075652,-13.70368741410232,-13.46053326629866,4.781873851770044e-07,1.1183150622716006e-06,1.426148268462005e-06,159829.12150972,100.1985,22.4,7347,2206.6242,1.97
2018-08-28,-14.512340435816212,-13.803358351843093,-13.455188067779837,4.981620377605279e-07,1.012226344187305e-06,1.4337917237686888e-06,180457.89341773,100.1985,22.4,7347,2206.6242,1.97
2018-08-29,-14.308220219205296,-14.23816162217452,-13.452616288318517,6.109686311912434e-07,6.553072533765791e-07,1.4374838655278602e-06,151991.46638726,100.1985,22.4,7347,2206.6242,1.97
2018-08-30,-13.960103060338328,-14.335898439611178,-13.45104098562868,8.653748594716723e-07,5.94289989078602e-07,1.439750122279339e-06,216225.50785151,100.1985,22.4,7347,2206.6242,1.97
2018-08-31,-14.472506301401438,-14.456183090807816,-13.458920400222247,5.184064232785751e-07,5.269379217902952e-07,1.4284503105679188e-06,140375.39118152,100.1985,22.4,7347,2206.6242,1.97
2018-09-01,-14.12898966309186,-14.341883162111822,-13.452890611261353,7.30899650899003e-07,5.907439500229232e-07,1.437089584806181e-06,205942.44457589,100.0393,24.2,7375,2222.9601,2.03
2018-09-02,-14.157956918469864,-14.277085762529136,-13.44813285726912,7.100312040789223e-07,6.302900274081355e-07,1.4439431944815726e-06,127248.85474742,100.0393,24.2,7375,2222.9601,2.03
2018-09-03,-14.30582017003957,-14.247111489046349,-13.444888908293,6.124367470151735e-07,6.494685076707311e-07,1.448634878205897e-06,125339.0730988,100.0393,24.2,7375,2222.9601,2.03
2018-09-04,-14.590274996425949,-14.255360869066108,-13.443500425979812,4.6081231787338594e-07,6.441328334011393e-07,1.4506476791584462e-06,170185.0743791,100.0393,24.2,7375,2222.9601,2.03
2018-09-05,-12.5069942285724,-13.733451390081084,-13.370190780258667,3.700679048348357e-06,1.0855200358521556e-06,1.5609892856017489e-06,594887.0977658,100.0393,24.2,7375,2222.9601,2.03
2018-09-06,-12.275519137856966,-13.327998980420055,-13.289984662412596,4.664550249475837e-06,1.628259377281322e-06,1.691348086970567e-06,525140.37241213,100.0393,24.2,7375,2222.9601,2.03
2018-09-07,-12.900819488151845,-13.168002516809812,-13.280216437312978,2.4960040417891764e-06,1.9107733227828367e-06,1.707950511903596e-06,305643.26670685003,100.0393,24.2,7375,2222.9601,2.03
2018-09-08,-12.756571234491002,-13.018787149537502,-13.241969498678264,2.8833111063720684e-06,2.218260673564703e-06,1.7745396892330876e-06,376523.92933608,100.0393,24.2,7375,2222.9601,2.03
2018-09-09,-12.513780320838888,-12.844004393009376,-13.200352119277042,3.675650916531064e-06,2.641920632486437e-06,1.8499496799388144e-06,420783.26529638,100.0393,24.2,7375,2222.9601,2.03
2018-09-10,-12.864186874072,-12.742453357287827,-13.195889373523702,2.589134587803234e-06,2.9243060383133037e-06,1.858223984342621e-06,351366.14399842,100.0393,24.2,7375,2222.9601,2.03
2018-09-11,-12.879044519517654,-12.645229848747997,-13.175777480987843,2.5509505092610773e-06,3.2228972085115445e-06,1.895974732448636e-06,469108.25656355,100.0393,24.2,7375,2222.9601,2.03
2018-09-12,-12.654959407268992,-12.668049453518922,-13.152021470732665,3.1916918946466176e-06,3.150184757982725e-06,1.941554784160012e-06,744899.71898084,100.0393,24.2,7375,2222.9601,2.03
2018-09-13,-12.375498914246402,-12.688380784891931,-13.167526541810007,4.220744961873984e-06,3.086784002611032e-06,1.9116830195940693e-06,859043.47752197,100.0393,24.2,7375,2222.9601,2.03
2018-09-14,-12.33714663908979,-12.604537385571268,-13.155099768342708,4.385764341633515e-06,3.356749759731652e-06,1.935587290281524e-06,825389.83782966,100.0393,24.2,7375,2222.9601,2.03
2018-09-15,-12.949187220980232,-12.626270536718865,-13.146023670783414,2.378151099865639e-06,3.2845840445164474e-06,1.95323483363154e-06,454134.44503949,100.0393,24.2,7375,2222.9601,2.03
2018-09-16,-12.750853364549494,-12.660595258011016,-13.13294585653331,2.899844727781775e-06,3.1737545889808345e-06,1.9789466366095296e-06,376095.68652217,100.0393,24.2,7375,2222.9601,2.03
2018-09-17,-12.521456490962862,-12.61405413659496,-13.112728442073257,3.647544009492654e-06,3.3249559349364665e-06,2.0193630015038843e-06,968799.44994889,100.0393,24.2,7375,2222.9601,2.03
2018-09-18,-12.787381909830694,-12.603587866819357,-13.097190564720492,2.795828956470552e-06,3.359938570252105e-06,2.0509846465863737e-06,596590.84014164,100.0393,24.2,7375,2222.9601,2.03
2018-09-19,-12.646022462596273,-12.60237039663624,-13.087390592743818,3.220343707656259e-06,3.36403168639634e-06,2.0711830488823835e-06,630748.05137759,100.0393,24.2,7375,2222.9601,2.03
2018-09-20,-13.2328783383581,-12.7112844036253,-13.078578508198948,1.7907458689123972e-06,3.0168889588303987e-06,2.0895151423677768e-06,455697.92866166,100.0393,24.2,7375,2222.9601,2.03
2018-09-21,-12.631226665532791,-12.7656482409494,-13.076046149367489,3.26834549629924e-06,2.8572576952112167e-06,2.094813250015541e-06,712207.35387244,100.0393,24.2,7375,2222.9601,2.03
2018-09-22,-12.687128732616722,-12.730644507656722,-13.047835030077536,3.090651238029833e-06,2.959043429234673e-06,2.1547517676312853e-06,346228.5876679,100.0393,24.2,7375,2222.9601,2.03
2018-09-23,-13.450663032397555,-12.803714669959998,-13.040891283820851,1.4402943833361993e-06,2.75053623717102e-06,2.169765883932601e-06,248169.36769883,100.0393,24.2,7375,2222.9601,2.03
2018-09-24,-12.992439855116633,-12.87753145780759,-13.010729555423657,2.277482583330972e-06,2.5548131762907792e-06,2.23620672160128e-06,402742.55807019,100.0393,24.2,7375,2222.9601,2.03
2018-09-25,-12.608360927353832,-12.847343117547677,-12.968256518849508,3.3439395924830467e-06,2.6331146957211358e-06,2.333231085937967e-06,692600.99174969,100.0393,24.2,7375,2222.9601,2.03
2018-09-26,-13.043716262150523,-12.90638232108392,-12.944462826300068,2.16364499209408e-06,2.48215773635511e-06,2.389413006168536e-06,412729.63992751,100.0393,24.2,7375,2222.9601,2.03
2018-09-27,-12.950197640394231,-12.873267649231815,-12.918606845345831,2.375749383399721e-06,2.565729666996156e-06,2.451999251023176e-06,377148.22106467,100.0393,24.2,7375,2222.9601,2.03
2018-09-28,-13.08308771061763,-12.941717242431006,-12.898831592046678,2.080114306698266e-06,2.395982354196017e-06,2.500970773540077e-06,484452.05372997,100.0393,24.2,7375,2222.9601,2.03
2018-09-29,-12.84236328644364,-12.9685708163844,-12.875372992701235,2.6462598653804838e-06,2.332497872388967e-06,2.56033360707037e-06,478576.64038088,100.0393,24.2,7375,2222.9601,2.03
2018-09-30,-13.452914339237433,-12.968769206928044,-12.86348393075432,1.4370554859834395e-06,2.332035172767144e-06,2.590955242493865e-06,312421.63724279,100.0393,24.2,7375,2222.9601,2.03
2018-10-01,-13.849272935518986,-13.052466592100483,-12.860453590107102,9.668012110125982e-07,2.144794976721662e-06,2.598818627830986e-06,180619.23454129,99.5561,23.1,7389,2248.2018,1.95
2018-10-02,-14.572270212967483,-13.26501298797504,-12.863547556140686,4.691842854412186e-07,1.734115647144258e-06,2.5907903972097288e-06,132114.5335109,99.5561,23.1,7389,2248.2018,1.95
2018-10-03,-13.795571568598602,-13.363952467504198,-12.858315732308789,1.0201390987945672e-06,1.5707576623871847e-06,2.6043804756023755e-06,275007.89742713,99.5561,23.1,7389,2248.2018,1.95
2018-10-04,-14.124963014644896,-13.525680481966107,-12.854827245891917,7.338486601704079e-07,1.3362004162115683e-06,2.6134816870122763e-06,182849.96416686,99.5561,23.1,7389,2248.2018,1.95
2018-10-05,-14.35037887464367,-13.69975687848655,-12.895367017961547,5.857464180998165e-07,1.122719289268933e-06,2.5096505993373244e-06,201599.08689477,99.5561,23.1,7389,2248.2018,1.95
2018-10-06,-15.279720121559349,-14.066900032310343,-12.95605506702498,2.312607161407708e-07,7.777194108061169e-07,2.361874281559489e-06,106560.50589445,99.5561,23.1,7389,2248.2018,1.95
2018-10-07,-15.493033989604076,-14.327809527138538,-12.989187415340556,1.868361159559737e-07,5.99116643659336e-07,2.284902017365049e-06,102488.54632623,99.5561,23.1,7389,2248.2018,1.95
2018-10-08,-14.356184658990337,-14.423956663234282,-13.023331269422316,5.82355553553338e-07,5.441958354508704e-07,2.208203498937758e-06,247276.31900612,99.5561,23.1,7389,2248.2018,1.95
2018-10-09,-15.893418824824325,-14.518598882914882,-13.078415938450538,1.2519180636082784e-07,4.950540527251002e-07,2.0898548619320837e-06,109387.32854659,99.5561,23.1,7389,2248.2018,1.95
2018-10-10,-15.602612638836485,-14.80104266971807,-13.11780783667754,1.6744470847434316e-07,3.732405683936397e-07,2.009131865954454e-06,152887.31009685,99.5561,23.1,7389,2248.2018,1.95
2018-10-11,-12.611759800128915,-14.110566689393252,-13.10492303598701,3.33259326053306e-06,7.444897970168757e-07,2.0351866243301868e-06,657711.20588022,99.5561,23.1,7389,2248.2018,1.95
2018-10-12,-13.784399204814704,-14.02847704839154,-13.14094313023646,1.0316003694413177e-06,8.081832186370901e-07,1.96318357349001e-06,291991.68295444,99.5561,23.1,7389,2248.2018,1.95
2018-10-13,-14.591300989539164,-13.988782627837148,-13.20692136617914,4.603397700656132e-07,8.409087977692104e-07,1.837836733763064e-06,134446.44716003,99.5561,23.1,7389,2248.2018,1.95
2018-10-14,-14.871237534140173,-13.961781554179815,-13.28297673027584,3.4793939169349334e-07,8.639235514459989e-07,1.7032425687650631e-06,166068.79524581,99.5561,23.1,7389,2248.2018,1.95
2018-10-15,-11.948502451551716,-13.282027358896674,-13.205961693141452,6.468913117713186e-06,1.7048603463259772e-06,1.8396013026933149e-06,967343.5577302,99.5561,23.1,7389,2248.2018,1.95
2018-10-16,-14.29889717487373,-13.241668126108898,-13.248212247616827,6.166913539730056e-07,1.7750745674134312e-06,1.7634961902330229e-06,136335.17034772,99.5561,23.1,7389,2248.2018,1.95
2018-10-17,-15.16585860639898,-13.234314826608612,-13.314402158960112,2.591500481790252e-07,1.7881753302283857e-06,1.6505497248559017e-06,105791.23253669,99.5561,23.1,7389,2248.2018,1.95
2018-10-18,-14.668338072836198,-13.498528853341616,-13.363440297414591,4.262081168200458e-07,1.372977452555098e-06,1.5715623635342182e-06,187325.00152478,99.5561,23.1,7389,2248.2018,1.95
2018-10-19,-15.328115602944113,-13.586717049769993,-13.429186080904104,2.2033524645603077e-07,1.2570824349857717e-06,1.4715620814942105e-06,136352.1246847,99.5561,23.1,7389,2248.2018,1.95
2018-10-20,-15.386109148491892,-13.615821881599992,-13.465698238620666,2.0792068574650818e-07,1.2210225657973274e-06,1.4188012420553476e-06,90724.4143324,99.5561,23.1,7389,2248.2018,1.95
2018-10-21,-15.356987824582507,-13.631608916105495,-13.54016030068526,2.140646371908377e-07,1.201897600868377e-06,1.3169918800850676e-06,86997.99150048,99.5561,23.1,7389,2248.2018,1.95
2018-10-22,-15.649056468250738,-15.017477826480356,-13.617234975930485,1.598457629425489e-07,3.0060226447257174e-07,1.2192983642488243e-06,74523.86962337,99.5561,23.1,7389,2248.2018,1.95
2018-10-23,-15.496698751113476,-15.246397611017372,-13.652122412248174,1.861526592674644e-07,2.390967366574944e-07,1.1774936401132002e-06,116394.49289286,99.5561,23.1,7389,2248.2018,1.95
2018-10-24,-15.892640026328568,-15.329757484742386,-13.714983224429202,1.25289343527272e-07,2.199737788501011e-07,1.105753865453077e-06,82920.65206315,99.5561,23.1,7389,2248.2018,1.95
2018-10-25,-15.843224803305594,-15.542088890815966,-13.816834352580807,1.316360652820314e-07,1.778920572018133e-07,9.98677081213043e-07,65510.0736402,99.5561,23.1,7389,2248.2018,1.95
2018-10-26,-14.67908375026182,-15.39223107302948,-13.87673652065346,4.216527410138601e-07,2.0665169928150326e-07,9.406106728437024e-07,157854.31742106,99.5561,23.1,7389,2248.2018,1.95
2018-10-27,-16.543480641335048,-15.495989593932968,-13.96215912519608,6.53518138497851e-08,1.8628471758197133e-07,8.635974205253712e-07,37449.44759389,99.5561,23.1,7389,2248.2018,1.95
2018-10-28,-15.977183286893377,-15.574890717691762,-14.04103441146442,1.1513237462304442e-07,1.7215153721514378e-07,7.980980227895305e-07,43112.85297054,99.5561,23.1,7389,2248.2018,1.95
2018-10-29,-14.754852479197494,-15.39948961388074,-14.139968847819018,3.908849838453834e-07,2.05157140201263e-07,7.229188600716938e-07,173690.72328064,99.5561,23.1,7389,2248.2018,1.95
2018-10-30,-15.922749594741315,-15.445500739781972,-14.20254243289568,1.2157316251903212e-07,1.959314978086298e-07,6.790694492895469e-07,74711.71844875,99.5561,23.1,7389,2248.2018,1.95
2018-10-31,-14.731969859554471,-15.262973144990736,-14.23076266056947,3.999325777964126e-07,2.3516624556136417e-07,6.601738281823408e-07,127960.94111584,99.5561,23.1,7389,2248.2018,1.95
2018-11-01,-16.067000901287773,-15.279136596150565,-14.24930966842913,1.0524226052544144e-07,2.313957020247085e-07,6.480424273518148e-07,49697.69982177,99.546,22.1,7386,2272.3941,2.02
2018-11-02,-15.503385213870594,-15.437144481984534,-14.293221367084442,1.849121085142951e-07,1.9757561166762773e-07,6.202015276758057e-07,101623.48181272,99.546,22.1,7386,2272.3941,2.02
2018-11-03,-15.857227803848549,-15.39159446640062,-14.326224922290551,1.2980561122314054e-07,2.0678329700667854e-07,6.000667593775634e-07,56701.36291366,99.546,22.1,7386,2272.3941,2.02
2018-11-04,-14.043552387391694,-15.00603060842238,-14.31460815126518,7.960909591099901e-07,3.040630947905279e-07,6.070782440779027e-07,246485.82819057,99.546,22.1,7386,2272.3941,2.02
2018-11-05,-15.19260327424134,-15.073352549276894,-14.313452992342947,2.52311027531737e-07,2.842668153171498e-07,6.077799211242681e-07,110805.50025886,99.546,22.1,7386,2272.3941,2.02
2018-11-06,-14.351741232849902,-14.864009676514016,-14.291853680319749,5.849489649920817e-07,3.504633585275855e-07,6.210503494254717e-07,199760.81345081,99.546,22.1,7386,2272.3941,2.02
2018-11-07,-14.10181125827334,-14.730249752343964,-14.282840874405354,7.51036745007514e-07,4.006210967006e-07,6.266730558072776e-07,238769.02451771,99.546,22.1,7386,2272.3941,2.02
2018-11-08,-14.64990516325314,-14.619352250665008,-14.266541337070308,4.3413722627349036e-07,4.476060918074641e-07,6.36971236471033e-07,106994.01070364,99.546,22.1,7386,2272.3941,2.02
2018-11-09,-15.119117037805484,-14.592076237275757,-14.261108155204434,2.715506828568012e-07,4.599830309992506e-07,6.40441435617115e-07,76500.82721107,99.546,22.1,7386,2272.3941,2.02
2018-11-10,-15.755707271956064,-14.587777853660606,-14.442600028690835,1.4367568398033614e-07,4.619644699645644e-07,5.341441830653576e-07,66986.39029079,99.546,22.1,7386,2272.3941,2.02
2018-11-11,-15.243023924350991,-14.776512882584102,-14.493268111404788,2.3990473633242385e-07,3.825092952820549e-07,5.077543286283944e-07,89755.2524183,99.546,22.1,7386,2272.3941,2.02
2018-11-12,-15.920643423312915,-14.826471717795084,-14.515741463965291,1.218294862765237e-07,3.6386907510273866e-07,4.964706525020914e-07,92640.739912,99.546,22.1,7386,2272.3941,2.02
2018-11-13,-15.199783680571654,-14.967234161923372,-14.522304702577363,2.505058206480079e-07,3.160914830535853e-07,4.932228668005752e-07,115988.12997119,99.546,22.1,7386,2272.3941,2.02
2018-11-14,-11.921614951203264,-13.66871637290946,-14.510460808613985,6.645205430664474e-06,1.1581155810045798e-06,4.990992772322848e-07,858988.80761634,99.546,22.1,7386,2272.3941,2.02
2018-11-15,-12.428650794302564,-13.303976548841897,-14.306612576475448,4.002262249647868e-06,1.6678477272009191e-06,6.119516404214469e-07,534838.5039862,99.546,22.1,7386,2272.3941,2.02
2018-11-16,-14.106446831937324,-13.264013620656272,-14.280356180350829,7.475633157402005e-07,1.7358495318985478e-06,6.28232082673486e-07,301363.44727004,99.546,22.1,7386,2272.3941,2.02
2018-11-17,-14.696033322942128,-13.241964720867422,-14.280974082553229,4.145661343686723e-07,1.77454816766831e-06,6.278440165917737e-07,99542.85838443,99.546,22.1,7386,2272.3941,2.02
2018-11-18,-14.462613383712064,-13.21938629802597,-14.26500353983829,5.23560427387872e-07,1.81507040924766e-06,6.379515226228351e-07,151525.3642219,99.546,22.1,7386,2272.3941,2.02
2018-11-19,-12.061570461442711,-12.85119270281615,-14.009583043844772,5.77732109297955e-06,2.622997781633806e-06,8.235982028639364e-07,931337.22657324,99.546,22.1,7386,2272.3941,2.02
2018-11-20,-11.402403667217252,-12.384547248291474,-13.642608548719384,1.1168606938402993e-05,4.182726512741661e-06,1.1887496129043416e-06,1503498.8733853,99.546,22.1,7386,2272.3941,2.02
2018-11-21,-11.974079139018194,-12.396215410418437,-13.483615439357235,6.30555769894533e-06,4.134205408210355e-06,1.3936066774377674e-06,834409.41665139,99.546,22.1,7386,2272.3941,2.02
2018-11-22,-13.14472506952836,-12.469556590005377,-13.442159620117888,1.9557729544846904e-06,3.841849794615615e-06,1.452594020611675e-06,368435.93566384,99.546,22.1,7386,2272.3941,2.02
2018-11-23,-12.481357124965914,-12.362152999210632,-13.361269854441144,3.7967803565428512e-06,4.277452229015994e-06,1.5749770543788613e-06,675609.96322413,99.546,22.1,7386,2272.3941,2.02
2018-11-24,-12.362367592877028,-12.240837607805467,-13.277182419825063,4.276534413341571e-06,4.82916198315498e-06,1.7131403326475124e-06,579555.91059318,99.546,22.1,7386,2272.3941,2.02
2018-11-25,-11.58598681231669,-12.010129722984276,-13.117906735158222,9.2954380323084e-06,6.082287355286484e-06,2.008933175690664e-06,1178989.85505619,99.546,22.1,7386,2272.3941,2.02
2018-11-26,-12.122064201203129,-12.018126915406636,-13.032509970140032,5.438190390708445e-06,6.033840112104898e-06,2.188027794919286e-06,798474.29249006,99.546,22.1,7386,2272.3941,2.02
2018-11-27,-12.386709919717156,-12.19918316770565,-12.97251634647256,4.173690424198289e-06,5.034566324361369e-06,2.3233130632384604e-06,609156.89018609,99.546,22.1,7386,2272.3941,2.02
2018-11-28,-12.4955937923353,-12.274672235775965,-12.925541669953716,3.743109808903819e-06,4.668502340069724e-06,2.4350538907404085e-06,686026.96778762,99.546,22.1,7386,2272.3941,2.02
