time,open,close,high,low,volume,"RV_d,t",daily_return,"RV_w,t","RV_m,t","ln_RV_d,t","ln_RV_w,t","ln_RV_m,t"
2016-07-02,12.19,12.136,12.213,11.95,25168.05782676,1.7745905058289117e-05,-0.004756437592258633,6.995860783896153e-05,0.00022425710582525872,-10.939355769599864,-9.56760680739778,-8.402717370458236
2016-07-03,12.125,11.763,12.147,11.56,56409.20211433,4.229347972860614e-05,-0.03073500329597889,6.526656480151583e-05,0.0002241272714621663,-10.070877627325146,-9.63703067729027,-8.403296491289815
2016-07-04,11.753,11.470999999999998,11.85,11.351,42460.63076093,4.0187358418925405e-05,-0.024823599421916365,6.639100897781344e-05,0.00022482549914734371,-10.121958078985385,-9.619948917610877,-8.40018601600673
2016-07-05,11.47,10.588,11.485,9.353,321774.00260211,0.0002773897736083969,-0.0769767239124749,8.288003903334985e-05,0.00023368814758044804,-8.190086915909449,-9.398116308490978,-8.361523034092196
2016-07-06,10.58,10.578,11.12,10.221,95985.54012241,0.00011073165110910223,-0.0009444654325651003,8.33243725694617e-05,0.00023660761429531758,-9.10840084123834,-9.392769463718272,-8.349107424793623
2016-07-07,10.578,10.14,10.669,9.729,83616.95588317,8.215918348937677e-05,-0.04140669313669865,8.7195360929868e-05,0.0002380783270135658,-9.406851930448651,-9.34735942881008,-8.342910833336987
2016-07-08,10.127,11.38,11.649,9.902,175241.63939423,0.00012725119799529382,0.12228796844181455,9.967979277257005e-05,0.00024097046221490396,-8.96934748807663,-9.213547581854158,-8.330836195408764
2016-07-09,11.37,10.902,11.436,10.395,135106.67105525002,0.00017838315107040708,-0.04200351493848875,0.00012262797077430119,0.00024645762532332806,-8.63157678695115,-9.006355413874335,-8.308320484640989
2016-07-10,10.842,10.96,11.02,10.736,22276.63975741,2.2108304590805417e-05,0.005320124747752786,0.00011974437432604395,0.00024647741286566775,-10.719557246686074,-9.030151301264924,-8.308240200056542
2016-07-11,10.95,10.501,11.087,10.201,82724.29348097001,4.467690240611723e-05,-0.041879562043795726,0.00012038573775278564,0.0002470262146167151,-10.016053914588328,-9.02480948930894,-8.306016094916426
2016-07-12,10.501,10.528,10.802,10.399,42574.01568257,2.225336082743947e-05,0.0025711836967907686,8.393767878407743e-05,0.0002449466009182918,-10.713017512334444,-9.385435953716415,-8.314470326610829
2016-07-13,10.526,10.43,10.6,10.425,18745.82214777,7.936050633263085e-06,-0.009308510638297962,6.925259300181469e-05,0.00023871401697596892,-11.744094807802574,-9.57774996952831,-8.340244304198746
2016-07-14,10.514,11.517,11.79,10.491,125971.93914941,6.493031586704506e-05,0.10421860019175444,6.679132619862446e-05,0.00023072885658223833,-9.642195926723769,-9.61393733317855,-8.374267317892242
2016-07-15,11.466,11.96,12.553,11.369000000000002,174559.01488763,0.00014696386899672585,0.038464878006425396,6.960742205597188e-05,0.0002318691994137413,-8.825323790534558,-9.572639357574177,-8.369337140920909
2016-07-16,11.953,11.72,12.052,11.67,39799.27251488,1.78347324230785e-05,-0.02006688963210701,4.667193367778208e-05,0.0002267742215671528,-10.934362742177179,-9.972367565867899,-8.391555654091128
2016-07-17,11.705,11.255,11.737,11.021,162766.23287406,5.6877202211347816e-05,-0.03967576791808869,5.163891905214528e-05,0.00016303085722657633,-9.774615961243246,-9.871234924580106,-8.721571066935532
2016-07-18,11.255,11.084,11.749,11.009,76357.06835738,4.856110223697109e-05,-0.015193247445579816,5.219380474226726e-05,0.00012514178362670053,-9.932687713015714,-9.860546753217406,-8.986063194445443
2016-07-19,11.083,11.658,12.24,11.041,215752.89103258,6.99810494839145e-05,0.05178635871526516,5.901204597890656e-05,0.00010946233904073925,-9.567286074225002,-9.737768965764227,-9.119930003568179
2016-07-20,11.615,12.451,13.037,11.553,473086.03008494,0.00019001669947241715,0.06802195916966891,8.502356724164285e-05,0.00010406066838048426,-8.56839859770597,-9.372582078237484,-9.170536479092913
2016-07-21,12.451,12.630999999999998,12.75,12.028,154832.25988355,3.852388158280085e-05,0.014456670146975936,8.125121948675082e-05,9.838887694935961e-05,-10.164232208125618,-9.41796472779936,-9.226582799427995
2016-07-22,12.630999999999998,14.62,15.146,12.53,462465.33839043,0.00018898980909158665,0.15746971736204585,8.725492521458808e-05,8.961094967408544e-05,-8.57381746450871,-9.346676549024082,-9.320033039265967
2016-07-23,14.601,14.26,14.85,13.9,190408.76079429,8.135055764784226e-05,-0.024623803009575895,9.632861453241148e-05,8.620704191264188e-05,-9.41674286940149,-9.247745143812326,-9.358758690909232
2016-07-24,14.25,12.771,14.439,12.168,474125.61032418,0.00025731216695156747,-0.1044179523141654,0.00012496218092387145,8.96425265306772e-05,-8.265220552769437,-8.987499419049275,-9.31968072412445
2016-07-25,12.771,13.782,13.82,12.685,216655.35443348,7.068113078216446e-05,0.07916373032652091,0.00012812218500175617,8.923677284993087e-05,-9.557331912024958,-8.962526179030961,-9.324217351649848
2016-07-26,13.782,11.804,13.86,11.775,419861.88934467,0.00017333141080616666,-0.14352053402989406,0.0001428865223335065,9.250989384377888e-05,-8.660305126621306,-8.85345979284727,-9.288194958692474
2016-07-27,11.808,13.0,13.4,11.808,348220.53125043,0.00011781016805000602,0.1013215859030836,0.00013257130355887633,9.535969113928436e-05,-9.046435974257845,-8.928389917216446,-9.257854593544213
2016-07-28,13.0,12.834,13.015,12.54,86518.76034436,6.230420670499506e-05,-0.012769230769230755,0.00013596849286204695,9.203761258879612e-05,-9.683481611095809,-8.9030873691999,-9.29331323197755
2016-07-29,12.87,12.86,12.944,12.6,54379.01322551,3.447547299780704e-05,0.002025868786037055,0.00011389501627722128,8.959941781017905e-05,-10.275262414355618,-9.080233443716704,-9.32016173565875
2016-07-30,12.85,12.431,12.867,12.411,51579.83771011,1.011994111184034e-05,-0.03335925349922242,0.0001037192139149353,8.810134034835596e-05,-11.501002713109994,-9.173823176237539,-9.337022811195125
2016-07-31,12.465,11.876,12.552,11.303,120132.76130186001,6.454410998040338e-05,-0.0446464483951412,7.618092006191185e-05,8.892413817782342e-05,-9.648161692233783,-9.482399519513503,-9.327726931739008
2016-08-01,11.87,10.983,12.041,10.902,118734.67743493,6.626601287196226e-05,-0.07519366790165027,7.555018893188298e-05,9.054147510494586e-05,-9.62183341857585,-9.490713368495735,-9.309702523788033
2016-08-02,10.98,10.165,11.198,9.9,257926.05614034,0.000211087876648782,-0.07447873987070941,8.09439697665423e-05,9.616795500228506e-05,-8.46323603418224,-9.421753373925558,-9.24941436386979
2016-08-11,11.93,11.71,12.1,11.569,101343.55407769,2.660182634068398e-05,-0.017617449664429463,6.791420666521057e-05,9.571510393301034e-05,-10.534530685109361,-9.59726531604774,-9.254134446117275
2016-08-12,11.71,11.69,11.99,11.565,75096.21691571,7.812105976291086e-06,-0.001707941929974477,6.012962084682429e-05,8.672918167860681e-05,-11.759835979208384,-9.71900797849023,-9.352720148587334
2016-08-13,11.69,11.49,11.76,11.4,40660.83254658,6.427523437568594e-06,-0.017108639863130826,5.6122770909647366e-05,8.325237742288903e-05,-11.95492125136127,-9.787968929222474,-9.393633871879182
2016-08-14,11.49,11.16,11.67,11.003,52993.28153932,1.342808757842527e-05,-0.02872062663185382,5.659536326201665e-05,8.096134089252397e-05,-11.218161956792592,-9.779583497276642,-9.421538790154615
2016-08-15,11.092,11.13,11.28,10.883,43786.13180655,1.0046681685369507e-05,-0.0026881720430107503,4.88100163627261e-05,7.705452368219318e-05,-11.508268158541041,-9.927575012832206,-9.470997286926204
2016-08-16,11.13,11.022,11.17,10.832,21051.64842288,6.062754827110903e-06,-0.009703504043126698,4.020955092774734e-05,7.13105104740833e-05,-12.013346269246167,-10.121406005290861,-9.548466829429374
2016-08-17,11.07,10.708,11.07,10.65,130249.21741963,7.238796530525542e-05,-0.028488477590273953,2.0395277878672106e-05,7.298649916456496e-05,-9.533470497455054,-10.800207160444613,-9.525236076871105
2016-08-18,10.704,10.69,10.97,10.657,46372.11845791,4.1776916058708835e-06,-0.0016809861785581637,1.7191830059413092e-05,7.163652547122344e-05,-12.385751711371679,-10.971076283537212,-9.543905481791255
2016-08-19,10.69,10.68,10.76,10.61,40367.28501334,1.2779133776957974e-05,-0.00093545369504211,1.7901405459508362e-05,7.132071790287403e-05,-11.267696890892779,-10.930631330908916,-9.54832369907953
2016-08-20,10.68,11.236,11.300999999999998,10.68,55485.10040819,1.7509912202892505e-05,0.05205992509363311,1.9484603854554635e-05,7.163984662186168e-05,-10.952743425791448,-10.845885950170388,-9.54385912173076
2016-08-21,11.236,11.135,11.252,10.925999999999998,14545.72308191,3.899296766123431e-06,-0.008988964044143954,1.8123348024225804e-05,6.960547931849762e-05,-12.454714337466234,-10.918309504868347,-9.572667267882133
2016-08-22,11.199000000000002,11.087,11.358,11.004,23531.70275502,4.950811857885858e-06,-0.0043107319263583355,1.7395366620299568e-05,6.487171074720296e-05,-12.21595898313801,-10.959306673393934,-9.643098919155442
2016-08-23,11.145,11.022,11.28,10.896,18375.13975651,8.554405211552565e-06,-0.00586272210697214,1.7751316675219806e-05,6.456236650681876e-05,-11.669064178279358,-10.939050865908344,-9.647878878744734
2016-08-24,11.022,11.055,11.195,10.961,10795.62839765,6.067422848399451e-06,0.0029940119760478723,8.276953467097524e-06,6.286870719472049e-05,-12.01257661497665,-11.702035596029516,-9.674462018931349
2016-08-25,11.059,11.300999999999998,11.392,10.972,23704.62476134,8.206746236832767e-06,0.02225237449118045,8.852532700092078e-06,6.152356199471587e-05,-11.71055403012705,-11.634806959084985,-9.696090334658946
2016-08-26,11.304,11.217,11.42,11.134,8589.62085501,6.823180284933952e-06,-0.00743297053358094,8.001682201231504e-06,5.941829968808319e-05,-11.895184877362096,-11.735858763235221,-9.730908303484249
2016-08-27,11.259,11.113,11.259,11.113,2632.4548195599996,1.1879623166484041e-06,-0.009271641258803642,5.669975074625204e-06,5.312400844955756e-05,-13.643271057519836,-12.08032583624394,-9.842881595372793
2016-08-28,11.156,10.932,11.156,10.922,11225.20229877,3.302474416476495e-06,-0.016287231170700855,5.584714738961356e-06,5.194996154401342e-05,-12.620838547294094,-12.095477203030205,-9.865229580669293
2016-08-29,10.932,10.962,11.181,10.781,17631.45554742,1.2414000990738975e-05,0.0027442371020856005,6.650884615083229e-06,4.606410127398517e-05,-11.296685610164618,-11.920760687318984,-9.98547662554735
2016-08-30,11.033,11.29,11.389,10.935,12061.5579106,2.7229411949470145e-05,0.029921547162926387,9.318742720500027e-06,4.426006308403943e-05,-10.511212847197799,-11.583482839600666,-10.02542779803648
2016-08-31,11.28,11.663,11.678,11.17,12192.01050623,1.7245598707589695e-05,0.033038086802480215,1.0915624986098632e-05,3.6257844142573505e-05,-10.967953594428643,-11.425315310224743,-10.224854809932602
2016-09-01,11.605,12.067,12.598,11.605,24433.32259648,4.0955495659160725e-05,0.034639458115407695,1.5594017760716912e-05,3.5266989638473374e-05,-10.103024552538855,-11.068623194131964,-10.25256316925938
2016-09-02,12.0,12.298,12.38,11.912,16942.88305932,1.5151152511777293e-05,0.019143117593436676,1.6783728078837388e-05,2.999431436199373e-05,-11.097433955517689,-10.995100707654789,-10.41450271553042
2016-09-03,12.25,11.94,12.427,11.645,25026.7700974,4.244994537450534e-05,-0.029110424459261708,2.2678297087102666e-05,2.748230693947704e-05,-10.067184932027407,-10.694102166266608,-10.50196814437108
2016-09-04,11.974,11.737,12.03,11.6,15892.23941722,1.6594817754270143e-05,-0.017001675041875997,2.457720327821605e-05,2.5958660641119546e-05,-11.006420094818886,-10.613691240681636,-10.559005260636571
2016-09-05,11.725,11.812,11.92,11.65,10047.46995826,9.070416839149663e-06,0.0063900485643690885,2.409954839941757e-05,2.5111825435830965e-05,-11.61049233688338,-10.633317456256613,-10.592171689873163
2016-09-06,11.882,11.773,11.919,11.452,23980.1575032,1.0584166158664433e-05,-0.003301727057229864,2.1721656143588187e-05,2.5127299604058436e-05,-11.45615143223248,-10.737200816100604,-10.591555669243643
2016-09-07,11.720999999999998,11.611,11.82,11.6,7838.20784284,6.252422006362379e-06,-0.013760298989212494,2.015120232912714e-05,2.318424333825707e-05,-11.98254164826486,-10.81224660241239,-10.672037676484463
2016-09-08,11.612,11.492,11.964,11.264,21968.89748967,2.3031542245254873e-05,-0.010248901903367469,1.759063755571202e-05,2.1743094317366822e-05,-10.678645879580332,-10.94814375452134,-10.73621435349402
2016-09-09,11.477,11.72,11.9,11.458,57640.93953736,3.684446887497163e-05,0.01983988861816921,2.0689682750454068e-05,1.5934980724906478e-05,-10.208805048967363,-10.785875399796877,-11.046993819703081
2016-09-10,11.72,12.263,12.298,11.58,26380.36365296,6.8424816937075255e-06,0.046331058020477656,1.5602902224625807e-05,1.5276335903340598e-05,-11.892360071415862,-11.06805362097197,-11.089205599883567
2016-09-11,12.241,11.672,12.28,11.6,42090.28253307,1.6080833908427664e-05,-0.04819375356764244,1.5529475960934023e-05,1.5551960167745148e-05,-11.037882435581292,-11.072770665034694,-11.07132387147985
2016-09-12,11.682,12.058,12.058,11.632,27046.8253318,1.2519794219030618e-05,0.03307059629883469,1.6022244158059873e-05,1.575503586046055e-05,-11.28819962860706,-11.04153254136224,-11.05835050662557
2016-09-13,11.92,12.018,12.55,11.864,150229.27694146,8.274505968130753e-05,-0.0033172997180294095,2.6330943232723176e-05,1.806560159722329e-05,-9.399746247225787,-10.54476576159891,-10.921500892107744
2016-09-14,11.961,11.944,12.332,11.91,39415.31703345,8.73266464107278e-06,-0.006157430520885354,2.6685263609110373e-05,1.8021801029080068e-05,-11.64844000661289,-10.531399069677022,-10.923928364658492
2016-09-15,11.942,12.158,12.413,11.907,79094.39114046,3.2168855281133176e-05,0.017916945746818458,2.7990594042807273e-05,1.8892004377547476e-05,-10.344511800774074,-10.483642031267795,-10.876771774216081
2016-09-16,12.050999999999998,12.612,12.822,11.99,55580.08553947,1.8459587247938622e-05,0.03734166803750627,2.536418238180256e-05,1.709439177563692e-05,-10.899926688406136,-10.582172521575044,-10.976760114585403
2016-09-17,12.624,12.8,12.869000000000002,12.511,10684.99137004,6.042938598717254e-06,0.014906438312717984,2.524996193966109e-05,1.7156566675398463e-05,-12.016620141365042,-10.586685909584196,-10.973129561113801
2016-09-18,12.73,12.45,13.101,12.26,105204.01420146,3.4662909267923244e-05,-0.02734375000000011,2.7904544133874744e-05,1.7886025858430636e-05,-10.269840339867466,-10.486721010217298,-10.931490828305524
2016-09-19,12.447,13.22,13.229,12.394,32219.18378065,1.6003765033355976e-05,0.06184738955823299,2.840225425020694e-05,1.7835820952779418e-05,-11.042686548821878,-10.469042040939856,-10.934301709779403
2016-09-20,13.22,14.258,15.4,13.076,95662.62610464,0.00010795861800386347,0.07851739788199685,3.200419115342922e-05,2.130446499403742e-05,-9.133762570898039,-10.34964369019617,-10.75659388308375
2016-09-21,14.243,13.76,14.377,13.162,65920.10580005,3.5614853908322606e-05,-0.03492775985411689,3.584450390589348e-05,2.2326599729051982e-05,-10.242747762512815,-10.236320310735865,-10.709731777372403
2016-09-22,13.76,13.327,13.761,12.47,78260.30537526,4.481843662374601e-05,-0.03146802325581399,3.765158695483817e-05,2.3535400776125093e-05,-10.012890971419267,-10.187135454411761,-10.657004854315216
2016-09-23,13.243,13.364,13.502,13.099,7568.71152508,6.771266412991007e-06,0.0027763187514069365,3.598182683555994e-05,2.355886222827815e-05,-11.902822426053886,-10.232496557091027,-10.656008492864915
2016-09-24,13.316,12.861,13.469,12.712,22159.43098373,1.4751843652355608e-05,-0.03763843160730318,3.722595612893685e-05,2.3777032142128907e-05,-11.124142489609426,-10.198504294594795,-10.646790479278927
2016-09-25,12.835,13.08,13.196,12.774,11475.11049183,3.26492593092461e-06,0.01702822486587352,3.274052993793704e-05,2.3658423663661932e-05,-12.632273481274336,-10.32689679989886,-10.651791326161781
2016-09-26,13.08,12.864,13.16,12.81,18126.64033017,2.4283126300613345e-06,-0.016513761467889854,3.080117959460923e-05,2.369976867410903e-05,-12.928313932734119,-10.387957570191842,-10.65004527045694
2016-09-27,12.941,13.084,13.267,12.85,20579.2899601,3.979960037140491e-06,0.017101990049751103,1.5947085599363096e-05,2.372235152813116e-05,-12.434238779637813,-11.04623446647201,-10.649092851812101
2016-09-28,13.084,13.25,13.487,13.044,17203.24245816,6.773979486762212e-06,0.012687251605013827,1.1826960681997325e-05,2.3534350811331938e-05,-11.902421831804427,-11.345128829128205,-10.657049467458814
2016-09-29,13.324000000000002,13.061,13.329,13.061,16027.34899472,2.21757498655094e-06,-0.014264150943396281,5.741123305255172e-06,2.270062291256796e-05,-13.019096307527906,-12.067855668999465,-10.693118192771127
2016-09-30,13.06,13.291,13.43,13.05,12304.737932259999,4.46766275987962e-06,0.017609677666335033,5.412037069096402e-06,2.227469171431096e-05,-12.31864515859445,-12.126884998252656,-10.712059424689215
2016-10-01,13.22,13.179,13.33,13.048,13543.2149243,4.5821145464314995e-06,-0.00842675494695655,3.959218625392958e-06,2.1062245677219985e-05,-12.293349975024254,-12.439463868987369,-10.768028424596642
2016-10-02,13.188,13.16,13.327,13.002,14820.89722093,5.056816216138038e-06,-0.0014416875331967338,4.2152029518520195e-06,2.0725767800698677e-05,-12.194773478995085,-12.376812817764044,-10.784132810550798
2016-10-03,13.220999999999998,13.387,13.5,13.17,7757.52689564,3.673842359040193e-06,0.017249240121580467,4.3931357702775704e-06,1.9433231033516505e-05,-12.514272479266568,-12.335467287398231,-10.848526017431311
2016-10-04,13.445,13.27,13.5,13.22,19050.04991548,4.20461655025067e-06,-0.008739822215582338,4.425229557864739e-06,1.9020224326715855e-05,-12.379327457698363,-12.328188403366415,-10.87000770666233
2016-10-05,13.27,13.022,13.392,13.022,19263.6565464,2.020692869344851e-06,-0.01868877166541061,3.746188612519402e-06,1.878523352772236e-05,-13.112070100737636,-12.494771604831003,-10.88243944740942
2016-10-06,13.021,12.84,13.146,12.624,17170.86047457,7.3999623128368634e-06,-0.013976347719244386,4.486529659131677e-06,1.8679093399528107e-05,-11.814035650627002,-12.314431059479748,-10.888105659557192
2016-10-07,12.82,12.69,13.0,12.56,21520.212397839998,1.1934243429085842e-05,-0.011682242990654235,5.553184040446851e-06,1.8868487446952224e-05,-11.336098691126564,-12.10113909372801,-10.878017358290837
2016-10-08,12.73,12.21,12.758,12.0,37635.16278131,1.09994171195393e-05,-0.03782505910165479,6.469941550890823e-06,1.8467416609428373e-05,-11.417668275702669,-11.948343483357677,-10.899502643084869
2016-10-09,12.208,12.012,12.557,11.99,47640.02502465,7.839876049261522e-06,-0.016216216216216273,6.867521527051321e-06,1.7500596848571368e-05,-11.756287533770111,-11.888707284354837,-10.95327557198374
2016-10-10,12.027,11.732,12.09,11.6,85328.67261169002,1.0813168402591381e-05,-0.02331002331002341,7.887425247558633e-06,1.763295307220083e-05,-11.434745870036199,-11.750240807471979,-10.9457410729042
2016-10-11,11.731,11.823,12.33,11.731,35303.01627023,1.821718057303659e-05,0.007756563245823411,9.889220107956622e-06,1.7704164627687796e-05,-10.913145421628068,-11.524065272066238,-10.941710656360895
2016-10-12,11.752,11.925,12.055,11.678,39723.4833607,1.2066793189469419e-05,0.008627251966506044,1.1324377296545845e-05,1.768906459336909e-05,-11.325053242540484,-11.388552872959362,-10.942563928897322
2016-10-13,11.905,11.988,12.12,11.811,17312.78480149,9.747513879914795e-06,0.005283018867924483,1.1659741806128408e-05,1.5255813066655999e-05,-11.538498292144553,-11.35936852084384,-11.090549942844529
2016-10-14,12.021,11.93,12.1,11.9,6621.18588,1.119118954955277e-06,-0.004838171504838118,1.0114724024109755e-05,1.5002028210452081e-05,-13.702968829588025,-11.501518371541811,-11.107325151972518
2016-10-15,11.96,12.01,12.049,11.83,11556.23510806,4.945071436928132e-06,0.0067057837384745245,9.249817498022446e-06,1.409456874897858e-05,-12.217119146699076,-11.590906736578097,-11.169721029894745
2016-10-16,11.963,12.02,12.06,11.92,6744.58257926,3.0547141725516555e-06,0.0008326394671107629,8.56622294420675e-06,1.3581072979799014e-05,-12.698824530257331,-11.667683652468789,-11.206833427187757
2016-10-17,11.945,12.001,12.03,11.811,24912.59085569,3.1153434054581676e-06,-0.0015806988352745632,7.466533658902006e-06,1.3483486473357045e-05,-12.679171169278431,-11.805079701469962,-11.214044845465036
2016-10-18,11.982,12.611,12.91,11.981,68021.12570028,1.8329745052260467e-05,0.05082909757520215,7.482614298791131e-06,1.2939047666168285e-05,-10.906985404978593,-11.802928321854619,-11.255260867722855
2016-10-19,12.56,11.988,12.623,11.95,37242.0724513,9.926834732363047e-06,-0.04940131631115696,7.176905947775934e-06,1.2736483322801853e-05,-11.520268888791533,-11.844642194273248,-11.271039980241707
2016-10-20,12.037,12.151,12.316,12.03,24840.59999607,7.214664478969326e-06,0.013596930263596985,6.815070319069439e-06,9.378351538638716e-06,-11.839394870081104,-11.896374174590298,-11.577106552539993
2016-10-21,12.151,12.196,12.2,12.087,8457.62999902,1.868739552675688e-06,0.003703398897210164,6.9221589758866406e-06,8.253481060117152e-06,-13.19024639036448,-11.88078284625862,-11.704875499931285
2016-10-22,12.129,12.186,12.374,12.082,5890.23156946,7.11146414381368e-06,-0.0008199409642505318,7.231643648298862e-06,6.996581977452741e-06,-11.853802407949306,-11.837044210383375,-11.870088817096146
2016-10-23,12.25,12.07,12.263,11.991,9265.1870345,1.795620681117097e-06,-0.009519120301985873,7.051773149522496e-06,6.8307271197236096e-06,-13.230159812441174,-11.86223146219301,-11.894079430352017
2016-10-24,12.05,11.981,12.23,11.981,13888.008931280001,1.2984363900326396e-06,-0.007373653686826853,6.792215004461706e-06,6.382280210979511e-06,-13.554349794311417,-11.899733453911244,-11.961985124619636
2016-10-25,11.981,11.469,11.999,11.122,32131.522414130002,2.8294787639470265e-05,-0.042734329354811806,8.21579251692025e-06,7.2166089345977e-06,-10.472832952629608,-11.709452339196298,-11.839125392040684
2016-10-26,11.498,11.52,11.724,11.451,21338.79917307,3.819568697266188e-06,0.004446769552707286,7.34332594047784e-06,7.262984136837862e-06,-12.475373048195026,-11.821718692562465,-11.832719775448664
2016-10-27,11.52,11.503,11.67,11.231,31394.94161872,1.4635591081794146e-05,-0.0014756944444443976,8.403458312309957e-06,7.618171838326317e-06,-11.132054250402721,-11.686867232995358,-11.784974133280365
2016-10-28,11.543,11.15,11.699000000000002,10.854,55620.49056284,2.5719966308701074e-05,-0.03068764670086066,1.1810776420313586e-05,8.249704732390947e-06,-10.5682429685218,-11.346498187298376,-11.70533314827138
2016-10-29,11.15,10.375,11.26,9.5,81583.46638413,0.00011027298940847758,-0.06950672645739908,2.654813717240843e-05,1.1851551879788502e-05,-9.112551544662926,-10.536550975735663,-11.343051738637984
2016-10-30,10.461,11.26,11.529000000000002,10.314,26028.97464755,2.5615652201673532e-05,0.08530120481927717,2.9950998818202205e-05,1.255648486118163e-05,-10.57230697918835,-10.415947884436287,-11.285273303834822
