Ticker,Date,Open,High,Low,Close,Volume,daily_rv,ln_daily_rv,daily_return,ln_daily_return,ln_daily_rv_lag1,ln_daily_rv_lag2,ln_daily_rv_lag3,weekly_rv,ln_weekly_rv,ln_weekly_rv_lag1,monthly_rv,ln_monthly_rv,ln_monthly_rv_lag1,Risk
BTC-USD,2023-04-11 00:00:00+00:00,30285.5,30291.0234375,30188.478515625,30244.404296875,0.0,0.0003993995478856735,-7.825548268966992,0.020022568749481717,0.019824753276380485,-7.192986919861028,-8.340766683212305,-9.824541556546604,0.00033422788926773447,-8.003687494453764,-8.082878313293138,,,,Low Risk
BTC-USD,2023-04-12 00:00:00+00:00,29851.771484375,29943.103515625,29849.7734375,29892.16015625,49717248.0,0.0002558821548465891,-8.270793552100816,-0.011646588809203107,-0.011714941560552267,-7.825548268966992,-7.192986919861028,-8.340766683212305,0.0002819314125915846,-8.173846734368736,-8.003687494453764,,,,Low Risk
BTC-USD,2023-04-13 00:00:00+00:00,30323.072265625,30414.6328125,30316.177734375,30404.26953125,0.0,0.00023505328583802988,-8.355698321276678,0.017131895865776903,0.016986799774048517,-8.270793552100816,-7.825548268966992,-7.192986919861028,0.00028837941441187115,-8.151233533700669,-8.173846734368736,,,,Low Risk
BTC-USD,2023-04-14 00:00:00+00:00,30460.173828125,30496.951171875,30406.255859375,30496.951171875,71538688.0,0.0005159688073566745,-7.5694642451690966,0.003048310058221926,0.003043673381412379,-8.355698321276678,-8.270793552100816,-7.825548268966992,0.0003501200739341477,-7.957234393932038,-8.151233533700669,,,,Low Risk
BTC-USD,2023-04-15 00:00:00+00:00,30376.998046875,30379.177734375,30305.908203125,30318.80078125,0.0,5.84342167930746e-05,-9.747608935713819,-0.005841580347523245,-0.005858709116629472,-7.5694642451690966,-8.355698321276678,-8.270793552100816,0.0003507382057597667,-7.955470465321071,-7.957234393932038,,,,Low Risk
BTC-USD,2023-04-16 00:00:00+00:00,30341.328125,30353.955078125,30266.794921875,30312.048828125,132791296.0,5.31784068043858e-05,-9.84185813114676,-0.00022269855505552272,-0.00022272335606090168,-9.747608935713819,-7.5694642451690966,-8.355698321276678,0.0003242509281107206,-8.033992872441145,-7.955470465321071,,,,Low Risk
BTC-USD,2023-04-17 00:00:00+00:00,29508.259765625,29525.451171875,29417.998046875,29417.998046875,0.0,0.00041509460317851643,-7.7870041042460825,-0.02949489776555303,-0.029938619061341078,-9.84185813114676,-9.747608935713819,-7.5694642451690966,0.00027614443181470626,-8.19458652544627,-8.033992872441145,,,,Low Risk
BTC-USD,2023-04-18 00:00:00+00:00,30367.740234375,30410.876953125,30320.111328125,30410.876953125,171804672.0,0.0004566658833846225,-7.691558543027839,0.033750729899020726,0.03319367342470046,-7.7870041042460825,-9.84185813114676,-9.747608935713819,0.0002843253368859847,-8.165391423032128,-8.19458652544627,,,,Low Risk
BTC-USD,2023-04-19 00:00:00+00:00,29089.390625,29093.505859375,28669.8984375,28805.849609375,1344434176.0,0.0010708192991269135,-6.83933122338849,-0.052778068393883326,-0.054221860975477744,-7.691558543027839,-7.7870041042460825,-9.84185813114676,0.00040074492892603106,-7.822185420513423,-8.165391423032128,,,,Low Risk
BTC-USD,2023-04-20 00:00:00+00:00,28251.623046875,28314.701171875,28201.6171875,28252.279296875,0.0,0.0004533530469086084,-7.698839383019955,-0.019217288155244594,-0.019404340541230025,-6.83933122338849,-7.691558543027839,-7.7870041042460825,0.0004319306090789708,-7.747245609754096,-7.822185420513423,,,,Low Risk
BTC-USD,2023-04-21 00:00:00+00:00,27274.2734375,27344.69921875,27258.884765625,27277.072265625,0.0,0.000698172196998416,-7.267044785056687,-0.03451781787241037,-0.03512763183839738,-7.698839383019955,-6.83933122338849,-7.691558543027839,0.00045795966474207684,-7.688729445977065,-7.747245609754096,,,,Low Risk
BTC-USD,2023-04-22 00:00:00+00:00,27346.958984375,27356.435546875,27334.796875,27338.37890625,0.0,2.8682190787606912e-05,-10.459234157855693,0.0022475520843290298,0.002245030117271109,-7.267044785056687,-7.698839383019955,-6.83933122338849,0.0004537093753127242,-7.698053707384593,-7.688729445977065,,,,Low Risk
BTC-USD,2023-04-24 00:00:00+00:00,27469.818359375,27554.078125,27448.46875,27527.572265625,59408384.0,0.00014742973553455907,-8.822158864941507,0.006920430798907029,0.006896594526016012,-10.459234157855693,-7.267044785056687,-7.698839383019955,0.00046717385084560614,-7.668809097953263,-7.698053707384593,,,,Low Risk
BTC-USD,2023-04-25 00:00:00+00:00,28241.65625,28351.912109375,28189.6015625,28301.853515625,347592704.0,0.00044785314314394197,-7.711045184771523,0.02812748042321478,0.027739167538381605,-8.822158864941507,-10.459234157855693,-7.267044785056687,0.0004718536422692383,-7.6588417004014975,-7.668809097953263,,,,Low Risk
BTC-USD,2023-04-26 00:00:00+00:00,28305.537109375,28450.6328125,28290.83203125,28417.2421875,0.0,0.005780210012715443,-5.1533152625780945,0.004077071199993787,0.004068782466741477,-7.711045184771523,-8.822158864941507,-10.459234157855693,0.0012323599464593557,-6.698824292208604,-7.6588417004014975,,,,Low Risk
BTC-USD,2023-04-27 00:00:00+00:00,29400.31640625,29491.80078125,29400.091796875,29472.609375,0.0,0.002182182717108591,-6.127429656713878,0.0371382691021378,0.03646525604088556,-5.1533152625780945,-7.711045184771523,-8.822158864941507,0.0013911261490281667,-6.577641680700559,-6.698824292208604,,,,Low Risk
BTC-USD,2023-04-28 00:00:00+00:00,29370.3046875,29403.9375,29298.80859375,29343.005859375,0.0,0.00020135326322275176,-8.51044966407973,-0.004397422500870829,-0.004407119601805029,-6.127429656713878,-5.1533152625780945,-7.711045184771523,0.001355126179930187,-6.603860707266336,-6.577641680700559,,,,Low Risk
BTC-USD,2023-04-29 00:00:00+00:00,29239.005859375,29250.412109375,29168.498046875,29250.412109375,0.0,7.510760385147955e-05,-9.496588754632777,-0.003155564581343584,-0.0031605538740453842,-8.51044966407973,-6.127429656713878,-5.1533152625780945,0.0012661169523377675,-6.67180058011315,-6.603860707266336,,,,Low Risk
BTC-USD,2023-04-30 00:00:00+00:00,29390.88671875,29429.25,29290.11328125,29290.11328125,163624960.0,0.0002335534080165177,-8.36209977888748,0.0013572858982822122,0.0013563656184051888,-9.496588754632777,-8.51044966407973,-6.127429656713878,0.0012953842690847548,-6.64894789496315,-6.67180058011315,,,,Low Risk
BTC-USD,2023-05-01 00:00:00+00:00,28032.15625,28144.28515625,28032.15625,28092.775390625,3280896.0,0.0013229806356569484,-6.627868030648085,-0.04087856810685242,-0.04173758865997767,-8.36209977888748,-9.496588754632777,-8.51044966407973,0.0014633201119593818,-6.527047375711468,-6.64894789496315,0.0006149432813546447,-7.393980519850386,,Low Risk
BTC-USD,2023-05-02 00:00:00+00:00,28751.87109375,28771.154296875,28649.498046875,28680.34375,0.0,0.0003502575437641246,-7.956841834751765,0.020915283420914088,0.020699561617472436,-6.627868030648085,-8.36209977888748,-9.496588754632777,0.0014493778834765508,-6.536620860494413,-6.527047375711468,0.0006232841604233004,-7.38050802691694,-7.393980519850386,Low Risk
BTC-USD,2023-05-03 00:00:00+00:00,29124.62890625,29124.62890625,28979.8125,29011.791015625,217319424.0,0.0006070634651574701,-7.406877216921436,0.01155660017586091,0.011490332734255477,-7.956841834751765,-6.627868030648085,-8.36209977888748,0.0007103569481111259,-7.249742970443759,-6.536620860494413,0.0006366540908321973,-7.359284078406379,-7.38050802691694,Low Risk
BTC-USD,2023-05-04 00:00:00+00:00,28796.62109375,28862.83203125,28792.41796875,28842.4609375,0.0,0.0002481700661517972,-8.30139629620672,-0.005836595128987487,-0.005853694617996221,-7.406877216921436,-7.956841834751765,-6.627868030648085,0.0004340694265458698,-7.742306067657846,-7.249742970443759,0.0006132777380365676,-7.3966926446434105,-7.359284078406379,Low Risk
BTC-USD,2023-05-05 00:00:00+00:00,29628.337890625,29628.337890625,29517.828125,29524.86328125,0.0,0.0004327248223940215,-7.7454085460880355,0.023659643510612005,0.02338409198287753,-8.30139629620672,-7.406877216921436,-7.956841834751765,0.00046712250642747975,-7.668919008299757,-7.742306067657846,0.0006203261911205075,-7.385265103564462,-7.3966926446434105,Low Risk
BTC-USD,2023-05-06 00:00:00+00:00,28896.759765625,28929.875,28861.87890625,28907.740234375,0.0,0.00033645590465901045,-7.997043458598344,-0.020901808790657728,-0.02112334402516369,-7.7454085460880355,-8.30139629620672,-7.406877216921436,0.0005044579779714127,-7.592026016047289,-7.668919008299757,0.0006108094715564866,-7.400725477935038,-7.385265103564462,Low Risk
BTC-USD,2023-05-07 00:00:00+00:00,28795.5859375,28825.21875,28441.3671875,28486.89453125,425907200.0,0.00020822665969308653,-8.476883361503072,-0.014558235950403398,-0.014665246931354806,-7.997043458598344,-7.7454085460880355,-8.30139629620672,0.0005008398710680654,-7.599224126594945,-7.592026016047289,0.0006114197844430553,-7.399726789785006,-7.400725477935038,Low Risk
BTC-USD,2023-05-08 00:00:00+00:00,27678.12890625,27716.3671875,27624.138671875,27695.146484375,0.0,0.0007115796695198297,-7.248023172676525,-0.027793413775111797,-0.028186959836139964,-8.476883361503072,-7.997043458598344,-7.7454085460880355,0.0004134968759056199,-7.790860598775454,-7.599224126594945,0.0006323463004036917,-7.36607337020701,-7.399726789785006,Low Risk
BTC-USD,2023-05-09 00:00:00+00:00,27591.09765625,27670.8046875,27590.03515625,27652.283203125,0.0,0.0002267009429559133,-8.391878840971513,-0.0015476820559220394,-0.0015488809529624482,-7.248023172676525,-8.476883361503072,-7.997043458598344,0.0003958459329330183,-7.834485480662544,-7.790860598775454,0.0006380994220350975,-7.357016452849516,-7.36607337020701,Low Risk
BTC-USD,2023-05-10 00:00:00+00:00,27695.224609375,27734.74609375,27611.857421875,27619.953125,159522816.0,0.0013547707890732559,-6.604122998315061,-0.0011691648710348002,-0.0011698488774788119,-8.391878840971513,-7.248023172676525,-8.476883361503072,0.0005026612649209877,-7.595594044300629,-7.834485480662544,0.0006753054699926156,-7.300345421323561,-7.357016452849516,Low Risk
BTC-USD,2023-05-11 00:00:00+00:00,26934.017578125,27056.697265625,26855.6328125,27001.90625,29066240.0,0.00031732955771683575,-8.055569709862947,-0.022376825630474384,-0.02263098547596467,-6.604122998315061,-8.391878840971513,-7.248023172676525,0.0005125411922874218,-7.576129474986654,-7.595594044300629,0.0006608217860081564,-7.322026367160303,-7.300345421323561,Low Risk
BTC-USD,2023-05-12 00:00:00+00:00,26701.44921875,26817.236328125,26680.779296875,26806.044921875,0.0,0.0005556622619904284,-7.49534989074487,-0.0072536111455093755,-0.007280046494903322,-8.055569709862947,-6.604122998315061,-8.391878840971513,0.000530103683658337,-7.542437941007039,-7.576129474986654,0.0006660305431449814,-7.314175027897399,-7.322026367160303,Low Risk
BTC-USD,2023-05-13 00:00:00+00:00,26905.279296875,26939.6328125,26773.36328125,26789.767578125,0.0,5.4779435751228136e-05,-9.812195694452049,-0.0006072266086787348,-0.0006074110454229236,-7.49534989074487,-8.055569709862947,-6.604122998315061,0.0004898641881000824,-7.621382372420202,-7.542437941007039,0.000659327119175136,-7.324290759405462,-7.314175027897399,Low Risk
BTC-USD,2023-05-14 00:00:00+00:00,26917.052734375,26940.595703125,26870.56640625,26926.943359375,0.0,8.476082933074596e-05,-9.37567704015303,0.005120454324583523,0.00510738937833335,-9.812195694452049,-7.49534989074487,-8.055569709862947,0.0004722262123340337,-7.658052423769187,-7.621382372420202,0.0006543173706248933,-7.331918048030632,-7.324290759405462,Low Risk
BTC-USD,2023-05-15 00:00:00+00:00,27400.736328125,27418.439453125,27397.41796875,27406.390625,0.0,0.00031655243848320173,-8.058021647692478,0.017805484240307257,0.01764882348614591,-9.37567704015303,-9.812195694452049,-7.49534989074487,0.0004157937507573726,-7.785321212096854,-7.658052423769187,0.0006476701583291109,-7.342129006128285,-7.331918048030632,Low Risk
BTC-USD,2023-05-16 00:00:00+00:00,27000.748046875,27049.46875,26976.458984375,27035.37109375,0.0,0.00029303554941955226,-8.135216627230013,-0.013537701345888165,-0.013630171528922616,-8.058021647692478,-9.37567704015303,-9.812195694452049,0.000425270123109321,-7.762786007151051,-7.785321212096854,0.0006554902027499934,-7.330127201096482,-7.342129006128285,Low Risk
BTC-USD,2023-05-17 00:00:00+00:00,27335.814453125,27420.302734375,27335.814453125,27402.1328125,115394560.0,0.0003413988004596945,-7.982459261202097,0.013565995357644134,0.013474801077703621,-8.135216627230013,-8.058021647692478,-9.37567704015303,0.00028050269616452654,-8.178927221052971,-7.762786007151051,0.0006650975492051705,-7.315576837532333,-7.330127201096482,Low Risk
BTC-USD,2023-05-18 00:00:00+00:00,26891.677734375,26891.677734375,26825.28125,26838.880859375,0.0,0.0007345860056429891,-7.216203475069193,-0.02055504062326352,-0.020769235747371644,-7.982459261202097,-8.135216627230013,-8.058021647692478,0.000340110760153977,-7.9862392282452594,-8.178927221052971,0.0006757472626206529,-7.299691423691759,-7.315576837532333,Low Risk
BTC-USD,2023-05-19 00:00:00+00:00,26874.6953125,26900.703125,26873.37890625,26887.03125,0.0,7.592345825277191e-05,-9.485784853425374,0.0017940535925207168,0.0017924462005853353,-7.216203475069193,-7.982459261202097,-8.135216627230013,0.0002715766453343118,-8.211266155173217,-7.9862392282452594,0.0006630558484495911,-7.318651335353828,-7.299691423691759,Low Risk
