time,HAR_Forecast
2022-11-07,0.001093471576225767
2022-11-08,0.00219826040541429
2022-11-09,0.00687824122806019
2022-11-10,0.00864522317937314
2022-11-11,0.009119631454342102
2022-11-12,0.007724637112175073
2022-11-13,0.004489363365900838
2022-11-14,0.0042886126954423485
2022-11-15,0.005282870890279359
2022-11-16,0.002981946181967831
2022-11-17,0.0021689976547482107
2022-11-18,0.0015116975017677107
2022-11-19,0.0010557438934522998
2022-11-20,0.0007748955433549748
2022-11-21,0.0012688400655225778
2022-11-22,0.0016448560812088499
2022-11-23,0.0013575904058926232
2022-11-24,0.001192823057464287
2022-11-25,0.0009693181526894235
2022-11-26,0.000903605496610438
2022-11-27,0.0007926231850390756
2022-11-28,0.0005676172103423291
2022-11-29,0.0007279066389646132
2022-11-30,0.0007565140735761799
2022-12-01,0.0010435105109420676
2022-12-02,0.0005824565452612223
2022-12-03,0.0005831739354987742
2022-12-04,0.0006166492587020928
2022-12-05,0.0005260583277884904
2022-12-06,0.0005414891354431277
2022-12-07,0.00041350300885182744
2022-12-08,0.0004978980179448751
2022-12-09,0.0005128898752310429
2022-12-10,0.0005065824163065313
2022-12-11,0.0003003827708854922
2022-12-12,0.0003192469215858776
2022-12-13,0.0005215793196254537
2022-12-14,0.0011402926146841532
2022-12-15,0.0009004897277614698
2022-12-16,0.0007725100639322766
2022-12-17,0.0013388465439973087
2022-12-18,0.0007736514529284676
2022-12-19,0.0007080041774734756
2022-12-20,0.0007681263460270085
2022-12-21,0.0007698673971215668
2022-12-22,0.0005428330937086787
2022-12-23,0.0005942447018722839
2022-12-24,0.0004280614171116433
2022-12-25,0.0002798407453721621
2022-12-26,0.0005291252889482239
2022-12-27,0.00026919003525614684
2022-12-28,0.0003555484337199521
2022-12-29,0.00042851803003824687
2022-12-30,0.000325141868997306
2022-12-31,0.00032346697530676787
2023-01-01,0.00020245876878118008
2023-01-02,0.0001968244362597145
2023-01-03,0.0002483541651625407
2023-01-04,0.00018756136939384265
2023-01-05,0.0003165799982040752
2023-01-06,0.0001928147708337041
2023-01-07,0.0002529673466308703
2023-01-08,0.0001551588575202636
2023-01-09,0.0002806576312493086
2023-01-10,0.0003995168817326714
2023-01-11,0.0003576135764270331
2023-01-12,0.0007718987341680234
2023-01-13,0.0011215826592787111
2023-01-14,0.001331684129142572
2023-01-15,0.0026242419016758653
2023-01-16,0.0015785358583285218
2023-01-17,0.0019081470636364093
2023-01-18,0.001747501412161527
2023-01-19,0.0019070449460053703
2023-01-20,0.0013424752044378012
2023-01-21,0.0012677447242210916
2023-01-22,0.0013660744188936467
2023-01-23,0.0010779777442154184
2023-01-24,0.0011645244232590963
2023-01-25,0.0012175540849151743
2023-01-26,0.0013243011682196988
2023-01-27,0.0010244716723331175
2023-01-28,0.0009474505898626579
2023-01-29,0.0007319098991534444
2023-01-30,0.0010322312620998715
2023-01-31,0.0009515134966536874
2023-02-01,0.0007682264699081744
2023-02-02,0.0009512545505683215
2023-02-03,0.0011143001959743283
2023-02-04,0.0008968874384792215
2023-02-05,0.0006613550214278106
2023-02-06,0.0007264273902952574
2023-02-07,0.0007208786450495432
2023-02-08,0.0007689692787897109
2023-02-09,0.0006744372793703828
2023-02-10,0.0009460643693202016
2023-02-11,0.0008271716196215442
2023-02-12,0.0005463462889488546
2023-02-13,0.0006631520023966761
2023-02-14,0.0008644636321443383
2023-02-15,0.0010312863631732137
2023-02-16,0.000998059763553743
2023-02-17,0.0011140543105742277
2023-02-18,0.0010188077346615482
2023-02-19,0.0007104748429925844
2023-02-20,0.0008396669459883729
2023-02-21,0.0008205943628273037
2023-02-22,0.0008535522642358763
2023-02-23,0.0008172116614857678
2023-02-24,0.0007879197880588872
2023-02-25,0.0008190481396033903
2023-02-26,0.0005984004059779471
2023-02-27,0.0005835518691528565
2023-02-28,0.0006289197106752845
2023-03-01,0.0005949510286376532
2023-03-02,0.0005830793521162422
2023-03-03,0.0005634727265060416
2023-03-04,0.0007476652273830603
2023-03-05,0.00044904511252635647
2023-03-06,0.0005020242615366624
2023-03-07,0.0005121566974915622
2023-03-08,0.0006315351070831559
2023-03-09,0.0006076974046547419
2023-03-10,0.0009542345941544357
2023-03-11,0.0014262064897652975
2023-03-12,0.0015101611999679028
2023-03-13,0.0018523326787905428
2023-03-14,0.0022413793483231654
2023-03-15,0.0025634646722989454
2023-03-16,0.0022357101687749993
2023-03-17,0.0017645127101752474
2023-03-18,0.0019735218740350923
2023-03-19,0.0018894122547231736
2023-03-20,0.0015373586392748518
2023-03-21,0.001477691225904116
2023-03-22,0.0014509099456388019
2023-03-23,0.001640173217906331
2023-03-24,0.001471966570453488
2023-03-25,0.0015347080714271635
2023-03-26,0.0009441681833073428
2023-03-27,0.0010086886653218768
2023-03-28,0.0010118428643736673
2023-03-29,0.0008798822558957869
2023-03-30,0.0007633085673775299
2023-03-31,0.0006737886764105421
2023-04-01,0.0006003014513359146
2023-04-02,0.0004024598352114241
2023-04-03,0.0004452815951837815
2023-04-04,0.0006746889334255596
2023-04-05,0.0007627888208222573
2023-04-06,0.0007913367602929059
2023-04-07,0.0006705254211956656
2023-04-08,0.0006339606228872581
2023-04-09,0.0005644748537965231
2023-04-10,0.0007752098067686288
2023-04-11,0.0007009010270404796
2023-04-12,0.0007046576919573206
2023-04-13,0.0008897741798531905
2023-04-14,0.0010904006559135009
2023-04-15,0.0015543548825984752
2023-04-16,0.0009084678915069065
2023-04-19,0.0008281009677441456
2023-04-22,0.0007485893664483259
2023-04-23,0.0007583279746713841
2023-04-24,0.000975730113543761
2023-04-25,0.0010102977955957116
2023-04-26,0.0010838249031581565
2023-04-27,0.0018119610504350914
2023-04-28,0.0017728120819442323
2023-04-29,0.0013028086530500217
2023-04-30,0.0010813028745237177
2023-05-01,0.001215260366682439
2023-05-02,0.001368212832335686
2023-05-03,0.0010924634976573625
2023-05-04,0.0009508810472832933
2023-05-05,0.0008033121910842223
2023-05-06,0.0011047329577381583
2023-05-07,0.00103917329217356
2023-05-08,0.0009509383475761905
2023-05-09,0.001110490727762375
2023-05-10,0.0009735411709359094
2023-05-11,0.0014543330242859922
2023-05-12,0.0011686441441259765
2023-05-13,0.0012161728728706132
2023-05-14,0.0009087172975459553
2023-05-15,0.000819781291910956
2023-05-16,0.0008968767374819234
2023-05-17,0.0006732878632218083
2023-05-18,0.0006912036313398224
2023-05-19,0.0006463067575258639
2023-05-20,0.000567984015878225
2023-05-21,0.0004106700215754617
2023-05-22,0.00041536524352241085
2023-05-23,0.0004933770055461829
2023-05-24,0.0005629276591223388
2023-05-25,0.0005871631985521662
2023-05-26,0.0006129530290790344
2023-05-27,0.0005181319193045107
2023-05-28,0.0005398893289489068
2023-05-29,0.0007750602843318383
2023-05-30,0.000631578243249549
2023-05-31,0.0006351740063804916
2023-06-01,0.0006566662493149915
2023-06-02,0.0007397532093294133
2023-06-03,0.0006455643914552818
2023-06-04,0.0004330718226802111
2023-06-05,0.0005400266494212055
2023-06-06,0.0008550364058793527
2023-06-07,0.00083083900524966
2023-06-08,0.0007756150642539955
2023-06-09,0.0006078700564654375
2023-06-10,0.0006681811643956133
2023-06-11,0.0010472023402807024
2023-06-12,0.0007656182311329948
2023-06-13,0.0008745070256483941
2023-06-14,0.0009763803307297138
2023-06-15,0.0013517164172589225
2023-06-16,0.000998505848198241
2023-06-17,0.001075523759208278
2023-06-18,0.0011267959211658444
2023-06-19,0.0008658157854577613
2023-06-20,0.000956368938977822
2023-06-21,0.0008985125794601934
2023-06-22,0.0010735581930564596
2023-06-23,0.0010023469234159154
2023-06-24,0.0009980408154675624
2023-06-25,0.0007813775658231977
2023-06-26,0.0009112022283025691
2023-06-27,0.0009961114786239656
2023-06-28,0.0008749663728765501
2023-06-29,0.0009054167174484646
2023-06-30,0.0008785577423964838
2023-07-01,0.001288226558312234
2023-07-02,0.0008168094376036245
2023-07-03,0.0010690761187782058
2023-07-04,0.0008945805079925744
2023-07-05,0.0007539072012532606
2023-07-06,0.0008219023814142603
2023-07-07,0.0007935386838023895
2023-07-08,0.0007531606971346932
2023-07-09,0.00048415420383977605
2023-07-10,0.0005101142454517063
2023-07-11,0.0005624544057132901
2023-07-12,0.0005101339060405769
2023-07-13,0.000668315318536918
2023-07-14,0.0009153892160516416
2023-07-15,0.0008495511900905946
2023-07-16,0.0005444324334904857
2023-07-17,0.0006221000965195348
2023-07-18,0.0007854919549731303
2023-07-19,0.000761812755963118
2023-07-20,0.0006406172374169307
2023-07-21,0.0005041804298322715
2023-07-22,0.0005222666705111101
2023-07-23,0.0006569422513323056
2023-07-24,0.0005784136089285911
2023-07-25,0.0006634578228380159
2023-07-26,0.0005241228717722642
2023-07-27,0.0005670352489987663
2023-07-28,0.00046044228459697466
2023-07-29,0.0003607927589838954
2023-07-30,0.0002960236912074625
2023-07-31,0.00033379190837499957
2023-08-01,0.00045193364100251
2023-08-02,0.0006174665959448496
2023-08-03,0.0005448225456721632
2023-08-04,0.0005157309127009492
2023-08-05,0.0005296752042545202
2023-08-06,0.000326801795553375
2023-08-07,0.0003589660200416022
2023-08-08,0.0004383121609642297
2023-08-09,0.000400777653817653
2023-08-10,0.00033566779052775236
2023-08-11,0.00029776495600128313
2023-08-12,0.00028589085898072717
2023-08-13,0.00017553676090353027
2023-08-14,0.00025052363973229904
2023-08-15,0.00026685586963432785
2023-08-16,0.00034136541584374577
2023-08-17,0.0013828420751436804
2023-08-18,0.0037809008842032807
2023-08-19,0.0020941136839935487
2023-08-20,0.0015279000722291357
2023-08-21,0.0014331954131318334
2023-08-22,0.001626805053136313
2023-08-23,0.0021560555645887543
2023-08-24,0.000866435588450785
2023-08-25,0.0006815353428242728
2023-08-26,0.0007662447315613746
2023-08-27,0.0004780612404334087
2023-08-28,0.0004976946526325396
2023-08-29,0.0008204080178753746
2023-08-30,0.0010857867098468638
2023-08-31,0.0008024542973041455
2023-09-01,0.0009425781753910584
2023-09-02,0.0008324876592563719
2023-09-03,0.0005708381053225152
2023-09-04,0.0006221222114676413
2023-09-05,0.0004871080735169169
2023-09-06,0.0005132508928544369
2023-09-07,0.0005600086462838267
2023-09-08,0.0004223945562125517
2023-09-09,0.0004043966011341041
2023-09-10,0.00023021175165849293
2023-09-11,0.0005760131083132199
2023-09-12,0.0009677836090179902
2023-09-13,0.0009026536266453351
2023-09-14,0.000879527894561952
2023-09-15,0.0007936722675389382
2023-09-16,0.0007724580850424447
2023-09-17,0.0006014698728086351
2023-09-18,0.0005653750753413806
2023-09-19,0.0005980352768010286
2023-09-20,0.0005332967097914147
2023-09-21,0.0005609600126092288
2023-09-22,0.0005309721330858689
2023-09-23,0.000455880743078506
2023-09-24,0.0003743735943063773
2023-09-25,0.0005101882894247202
2023-09-26,0.000527468409018397
2023-09-27,0.00043185786323968563
2023-09-28,0.0005406407506583766
2023-09-29,0.0006090250391243343
2023-09-30,0.0006318182701861658
2023-10-01,0.0010016745086416769
2023-10-02,0.0023321712666453257
2023-10-03,0.0016791434902892698
2023-10-04,0.001211886903872637
2023-10-05,0.001346256064209721
2023-10-06,0.0012648509271067831
2023-10-07,0.001282620222164705
2023-10-08,0.00048004086662884425
