time,Predicted Volatility
2016-07-01,
2016-07-02,0.043900444389656665
2016-07-03,0.03530291739160556
2016-07-04,0.028558758717479114
2016-07-05,0.023145401140415953
2016-07-06,0.01940677476451382
2016-07-07,0.015773096423310595
2016-07-08,0.013075625607739968
2016-07-09,0.012201522607170183
2016-07-10,0.010233961688897257
2016-07-11,0.008460233735281123
2016-07-12,0.00725039868444829
2016-07-13,0.0060811207066539304
2016-07-14,0.005163823912378185
2016-07-15,0.00548206275184454
2016-07-16,0.004803698686961562
2016-07-17,0.004184057084773054
2016-07-18,0.0038218189665521025
2016-07-19,0.0033809149685178133
2016-07-20,0.0032454807974998693
2016-07-21,0.003329324663746017
2016-07-22,0.0029697163449110596
2016-07-23,0.00514187712147585
2016-07-24,0.0044771716638491174
2016-07-25,0.005054000565988236
2016-07-26,0.004934122635250488
2016-07-27,0.006440435759937862
2016-07-28,0.006439873118773956
2016-07-29,0.005459602019738223
2016-07-30,0.004653603615541501
2016-07-31,0.004145029406035072
2016-08-01,0.0038367066239905507
2016-08-02,0.003985588277510079
2016-08-11,0.004092833405774399
2016-08-12,0.0036065036279125345
2016-08-13,0.003178315822362104
2016-08-14,0.0028753788527296604
2016-08-15,0.002695214471736709
2016-08-16,0.0024528538722643025
2016-08-17,0.0022724922994249107
2016-08-18,0.0022131161921372738
2016-08-19,0.002067532952879847
2016-08-20,0.0019508668766903105
2016-08-21,0.0021082788837265857
2016-08-22,0.001996037023378896
2016-08-23,0.0018975611997686331
2016-08-24,0.0018215449736046375
2016-08-25,0.001753442641520538
2016-08-26,0.0017387174693489027
2016-08-27,0.0016979408508703124
2016-08-28,0.0016696188206670258
2016-08-29,0.001669415588184721
2016-08-30,0.0016321603144651353
2016-08-31,0.0016791046203842033
2016-09-01,0.0017350600615189803
2016-09-02,0.0017899683640025634
2016-09-03,0.001756264648212149
2016-09-04,0.0018056381613275607
2016-09-05,0.0017806938259689715
2016-09-06,0.0017222944827137631
2016-09-07,0.0016779944417339735
2016-09-08,0.00166686280721119
2016-09-09,0.001647352152895213
2016-09-10,0.0016449953679465441
2016-09-11,0.001809431739281856
2016-09-12,0.0020107974076650323
2016-09-13,0.001999677567057289
2016-09-14,0.0018991335297283449
2016-09-15,0.0018233264603702763
2016-09-16,0.0017788424908874326
2016-09-17,0.001843455398013627
2016-09-18,0.0017863496433796963
2016-09-19,0.001818353236460359
2016-09-20,0.0021123117961250703
2016-09-21,0.002578951508271617
2016-09-22,0.0025031102794457654
2016-09-23,0.002417036740384874
2016-09-24,0.00222813772507538
2016-09-25,0.002245249964011075
2016-09-26,0.0021124694426285055
2016-09-27,0.002023332019308045
2016-09-28,0.0019357835763576014
2016-09-29,0.0018548537324736603
2016-09-30,0.001809583798696072
2016-10-01,0.0017669300794741633
2016-10-02,0.0017226054891295152
2016-10-03,0.0016763063341780138
2016-10-04,0.0016595879989268153
2016-10-05,0.0016377634915044291
2016-10-06,0.0016540147701788997
2016-10-07,0.0016484846531052606
2016-10-08,0.0016367362866172856
2016-10-09,0.0017753623437405473
2016-10-10,0.001753433159356482
2016-10-11,0.0017688016426683183
2016-10-12,0.0017140562979688098
2016-10-13,0.0016714075600796803
2016-10-14,0.0016344519717266946
2016-10-15,0.0016101073482710727
2016-10-16,0.0015865617367264604
2016-10-17,0.0015664603438623015
2016-10-18,0.0015519530129723732
2016-10-19,0.0017778873514957484
2016-10-20,0.001998480456584439
2016-10-21,0.0019067996817473264
2016-10-22,0.0018215039141219126
2016-10-23,0.001754656725813182
2016-10-24,0.0017154470731368511
2016-10-25,0.0016792671766736934
2016-10-26,0.001852790726776582
2016-10-27,0.0017786653948587625
2016-10-28,0.001721024271305634
2016-10-29,0.0017881494307801565
2016-10-30,0.002264485825949611
2016-10-31,0.0028112167392410677
2016-11-01,0.002613238624236979
2016-11-02,0.00241646311574336
2016-11-03,0.002227700659406787
2016-11-04,0.002077708777487746
2016-11-05,0.0020337896639326418
2016-11-06,0.0019242869595145068
2016-11-07,0.001904353636243201
2016-11-08,0.0018207721623185527
2016-11-09,0.0017536566139946222
2016-11-10,0.00176700945009481
2016-11-11,0.0017415991416866654
2016-11-12,0.001747395324883816
2016-11-13,0.0018893429034743227
2016-11-14,0.0018737849887851988
2016-11-15,0.001831003834637023
2016-11-16,0.0018385945202739284
2016-11-17,0.001826981859170854
2016-11-18,0.0017686022809096022
2016-11-19,0.0019401769799421518
2016-11-20,0.0018717684617454947
2016-11-21,0.0018184982230770265
2016-11-22,0.0017513903154195137
2016-11-23,0.001759328401574835
2016-11-24,0.0017136637419048954
2016-11-25,0.002102668866344886
2016-11-26,0.0020298058554361273
2016-11-27,0.001936056333937133
2016-11-28,0.002066609734163005
2016-11-29,0.0020581664067627135
2016-11-30,0.00231653866400306
2016-12-01,0.0023748316526669656
2016-12-02,0.0022290790742868303
2016-12-03,0.0028406561146578084
2016-12-04,0.0025934241198295265
2016-12-05,0.0027703423863891736
2016-12-06,0.0032763844077982537
2016-12-07,0.0049547616489486945
2016-12-08,0.004801062752631323
2016-12-09,0.0041898294954342405
2016-12-10,0.0037373977923139253
2016-12-11,0.0034278262708264664
2016-12-12,0.0030340080770193643
2016-12-13,0.002857440847850618
2016-12-14,0.0025973893277306823
2016-12-15,0.002426072819793347
2016-12-16,0.002458486054783547
2016-12-17,0.00226120492459573
2016-12-18,0.0021141662479284406
2016-12-19,0.001991133823537259
2016-12-20,0.002049362556243226
2016-12-21,0.001939044699885109
2016-12-22,0.001889385496860507
2016-12-23,0.0019802095837371777
2016-12-24,0.0022207079402357995
2016-12-25,0.0020810041228919215
2016-12-26,0.0019701827558509357
2016-12-27,0.0018784700065901706
2016-12-28,0.0018108456190490834
2016-12-29,0.0020581676199198174
2016-12-30,0.0026592419959095785
2016-12-31,0.0024471791945923534
2017-01-01,0.002303369251055992
2017-01-02,0.0021855585214891077
2017-01-03,0.00211221528888793
2017-01-04,0.004109382853879897
2017-01-05,0.005708174869523873
2017-01-06,0.005404579926976271
2017-01-07,0.004657481437494542
2017-01-08,0.004113941056773985
2017-01-09,0.0037987530342763333
2017-01-10,0.0033302260486787185
2017-01-11,0.00297820590334761
2017-01-12,0.0033491736613564414
2017-01-13,0.0029764110142393965
2017-01-14,0.002674340468116947
2017-01-15,0.0024355617397689012
2017-01-16,0.002243494441921538
2017-01-17,0.002144508148799672
2017-01-18,0.0026273861073704344
2017-01-19,0.002405079644866648
2017-01-20,0.0022473860482290346
2017-01-21,0.002128001039542666
2017-01-22,0.002070012432180778
2017-01-23,0.0020370442458819433
2017-01-24,0.0019416428368888106
2017-01-25,0.001916684182542127
2017-01-26,0.001841102063191671
2017-01-27,0.0017721718964956803
2017-01-28,0.0017271866710758615
2017-01-29,0.0016783260255490498
2017-01-30,0.0016485964027962447
2017-01-31,0.001615807376094618
2017-02-01,0.0015960238156441135
2017-02-02,0.0015746319223736787
2017-02-03,0.00155794422790008
2017-02-04,0.0016106291000034397
2017-02-05,0.001637143476646878
2017-02-06,0.0016444416450035971
2017-02-07,0.0016237023277494108
2017-02-08,0.0016089823980861644
2017-02-09,0.0016063957638885822
2017-02-10,0.0017159310106821396
2017-02-11,0.0017679641181703033
2017-02-12,0.0017125728212206777
2017-02-13,0.0016809808785372587
2017-02-14,0.0016419255614445686
2017-02-15,0.004000681651403698
2017-02-16,0.003511886583233423
2017-02-17,0.003101605808009289
2017-02-18,0.0027972390953113304
2017-02-19,0.0025312230274613496
2017-02-20,0.002319593594201261
2017-02-21,0.0022686489382863235
2017-02-22,0.0022077016618948513
2017-02-23,0.0020798987797719464
2017-02-24,0.0021579511108102355
2017-02-25,0.0020430859528955923
2017-02-26,0.002028964211317882
2017-02-27,0.0024559127922874026
2017-02-28,0.0026470182237603463
2017-03-01,0.0024556255270411663
2017-03-02,0.0032199461364833207
2017-03-03,0.00367281652087681
2017-03-04,0.003279808030223386
2017-03-05,0.0032125559858320546
2017-03-06,0.0030503046396048103
2017-03-07,0.002736885998772402
2017-03-08,0.0026096347989235415
2017-03-09,0.004075315600846937
2017-03-10,0.0040924176613065045
2017-03-11,0.004183415920971661
2017-03-12,0.0048434188520245286
2017-03-13,0.0049334753183255696
2017-03-14,0.009295220996513304
2017-03-15,0.0077156620516449425
2017-03-16,0.011065524370680698
2017-03-17,0.01795991795814106
2017-03-18,0.014633255816909425
2017-03-19,0.017749589825399224
2017-03-20,0.02140356472532769
2017-03-21,0.01744585643961367
2017-03-22,0.014212941877042183
2017-03-23,0.011701264247306489
2017-03-24,0.009776494225769936
2017-03-25,0.014515265845662408
2017-03-26,0.012282196347527384
2017-03-27,0.010101198520719742
2017-03-28,0.008460591854354466
2017-03-29,0.0070978519591019095
2017-03-30,0.006234101385915445
2017-03-31,0.005342718011986935
2017-04-01,0.004721215599164595
2017-04-02,0.004087508359147302
2017-04-03,0.003742223788493744
2017-04-04,0.004149356595165227
2017-04-05,0.003609091376432106
2017-04-06,0.0032133561982381803
2017-04-07,0.0031427019551415816
2017-04-08,0.0028594179279914597
2017-04-09,0.0028466010983986363
2017-04-10,0.002595294642268279
2017-04-11,0.002370940206702559
2017-04-12,0.002191736865250021
2017-04-13,0.002386045631951966
2017-04-14,0.002837352505266371
2017-04-15,0.002773125336169044
2017-04-16,0.002562935696626432
2017-04-17,0.0023472604565818755
2017-04-18,0.0021740679089255963
2017-04-19,0.0023577922956287732
2017-04-20,0.0024973948287995524
2017-04-21,0.0024885990905472496
2017-04-22,0.002305542399018497
2017-04-23,0.002155519217746798
2017-04-24,0.0020608446308608202
2017-04-25,0.0019443489531819577
2017-04-26,0.0018530223386796424
2017-04-27,0.0021574762588784198
2017-04-28,0.005509433574446005
2017-04-29,0.006057002009103051
2017-04-30,0.0052552756327991085
2017-05-01,0.006310155000872331
2017-05-02,0.0054123480266412595
2017-05-03,0.004618316987371319
2017-05-04,0.004178487991829594
2017-05-05,0.006064337518422162
2017-05-06,0.005800996967862364
2017-05-07,0.0052221297239129294
2017-05-08,0.0045443952497541094
2017-05-09,0.004274531007793817
2017-05-10,0.0037098264309286654
2017-05-11,0.0032680744117330727
2017-05-12,0.0029152129007390774
2017-05-13,0.0027145473264280164
2017-05-14,0.0025634687291758163
2017-05-15,0.0023455418618754547
2017-05-16,0.002218787308677986
2017-05-17,0.0023284043017681865
2017-05-18,0.0021787443803560186
2017-05-19,0.003007356226437882
2017-05-20,0.00962167054141661
2017-05-21,0.007990737697804198
2017-05-22,0.010210093552165303
2017-05-23,0.008780632903631002
2017-05-24,0.008017278860967222
2017-05-25,0.007533868060781763
2017-05-26,0.007055764713445036
2017-05-27,0.0068965478211299265
2017-05-28,0.005844821534747546
2017-05-29,0.005569413474440653
2017-05-30,0.007717958359989909
2017-05-31,0.009831513401652198
2017-06-01,0.008237440469736778
2017-06-02,0.006990485592320382
2017-06-03,0.005892102209475432
2017-06-04,0.005004547748443737
2017-06-05,0.005498062810540984
2017-06-06,0.004684589874211735
2017-06-07,0.004676687729806414
2017-06-08,0.004242166482031962
2017-06-09,0.0037342028297595235
2017-06-10,0.00395273891909214
2017-06-11,0.006359527186191642
2017-06-12,0.005460135697316895
2017-06-13,0.0069051363078917235
2017-06-14,0.005824771990180795
2017-06-15,0.006552892876744817
2017-06-16,0.005528232122058893
2017-06-17,0.004778502991637448
2017-06-18,0.004306742065631405
2017-06-19,0.003949918284935148
2017-06-20,0.0034775307046343933
2017-06-21,0.003197064926464891
