time,RV_forecast
2023-01-15,0.00047227237
2023-01-16,0.0005296746
2023-01-17,0.00057818653
2023-01-18,0.00060421147
2023-01-19,0.00061550684
2023-01-20,0.00059768755
2023-01-21,0.00056750374
2023-01-22,0.00054866064
2023-01-23,0.00053157704
2023-01-24,0.0005165801
2023-01-25,0.0005146812
2023-01-26,0.0005350792
2023-01-27,0.0005434352
2023-01-28,0.0005375324
2023-01-29,0.00049749145
2023-01-30,0.0004833883
2023-01-31,0.0005020278
2023-02-01,0.00051743607
2023-02-02,0.00053543085
2023-02-03,0.0005849783
2023-02-04,0.0006204621
2023-02-05,0.0005874151
2023-02-06,0.00053885893
2023-02-07,0.00050446345
2023-02-08,0.0004996494
2023-02-09,0.00049938733
2023-02-10,0.0005353558
2023-02-11,0.00058162835
2023-02-12,0.0005598527
2023-02-13,0.0005044016
2023-02-14,0.000481763
2023-02-15,0.00050449587
2023-02-16,0.00054931117
2023-02-17,0.0006093649
2023-02-18,0.00065679674
2023-02-19,0.00061895594
2023-02-20,0.0005532448
2023-02-21,0.00050858606
2023-02-22,0.00049616076
2023-02-23,0.00050849636
2023-02-24,0.00052818604
2023-02-25,0.0005495677
2023-02-26,0.000530027
2023-02-27,0.0004836652
2023-02-28,0.00045146208
2023-03-01,0.0004381742
2023-03-02,0.00044041118
2023-03-03,0.0004421931
2023-03-04,0.0004674957
2023-03-05,0.00046253728
2023-03-06,0.00043775677
2023-03-07,0.00041226286
2023-03-08,0.00041134408
2023-03-09,0.0004173817
2023-03-10,0.000442254
2023-03-11,0.00050261244
2023-03-12,0.00058583217
2023-03-13,0.0006790537
2023-03-14,0.000781041
2023-03-15,0.000900652
2023-03-16,0.0009967105
2023-03-17,0.0009857087
2023-03-18,0.00092248624
2023-03-19,0.00087226613
2023-03-20,0.000806762
2023-03-21,0.00077004347
2023-03-22,0.0007656729
2023-03-23,0.000830697
2023-03-24,0.0008595442
2023-03-25,0.0009329807
2023-03-26,0.00080111995
2023-03-27,0.0006792234
2023-03-28,0.0006459441
2023-03-29,0.00065542327
2023-03-30,0.00064688054
2023-03-31,0.0006523717
2023-04-01,0.00064322335
2023-04-02,0.00055719295
2023-04-03,0.00048078722
2023-04-04,0.0004936039
2023-04-05,0.00056307693
2023-04-06,0.00065027503
2023-04-07,0.00068922486
2023-04-08,0.0006662877
2023-04-09,0.00058661343
2023-04-10,0.0005438277
2023-04-11,0.0005340522
2023-04-12,0.00053433847
2023-04-13,0.00055756717
2023-04-14,0.0005875112
2023-04-15,0.00066633895
2023-04-16,0.00069356704
2023-04-19,0.00063412916
2023-04-22,0.0005389134
2023-04-23,0.00046754093
