time,RV_forecast
2023-08-21,0.0005929311
2023-08-22,0.00054746715
2023-08-23,0.0006306722
2023-08-24,0.00071889424
2023-08-25,0.00067807885
2023-08-26,0.00067227636
2023-08-27,0.0005190428
2023-08-28,0.00042116464
2023-08-29,0.0004581788
2023-08-30,0.0006598225
2023-08-31,0.000706019
2023-09-01,0.0007388858
2023-09-02,0.0007491571
2023-09-03,0.00061023224
2023-09-04,0.0005144491
2023-09-05,0.0004899572
2023-09-06,0.0004987032
2023-09-07,0.0005647683
2023-09-08,0.0005651193
2023-09-09,0.00053982745
2023-09-10,0.00042607557
2023-09-11,0.00041739325
2023-09-12,0.00056836684
2023-09-13,0.0007323028
2023-09-14,0.00077719253
2023-09-15,0.0007419698
2023-09-16,0.0006353792
2023-09-17,0.00050907326
2023-09-18,0.000441341
2023-09-19,0.00047789313
2023-09-20,0.0005210673
2023-09-21,0.000575054
2023-09-22,0.0006163195
2023-09-23,0.0005751576
2023-09-24,0.0004595551
2023-09-25,0.00042821807
2023-09-26,0.00046835118
2023-09-27,0.00047681353
2023-09-28,0.0004984144
2023-09-29,0.00056220015
2023-09-30,0.0006135131
2023-10-01,0.00057492976
2023-10-02,0.0008232925
2023-10-03,0.0010581033
2023-10-04,0.0008900157
2023-10-05,0.0007841787
2023-10-06,0.0007169269
2023-10-07,0.0006930854
2023-10-08,0.00053621986
